date,symbole,horizon,retenue,etape_fatale,mise,entree,stop,objectif,esperance_nette_%,cout_actif_%
2026-08-15,MSFT,5,0,frais,0.0,495.4,481.5973,499.5503,-0.3729,0.2529
2026-08-15,MSFT,20,0,frais,0.0,495.4,467.7946,499.5503,-1.2855,0.4255
2026-08-15,NVDA,5,0,frais,0.0,225.16,214.7707,239.7154,-0.1678,0.3378
2026-08-15,NVDA,20,1,,813.01,225.16,211.3076,261.4571,0.2096,0.5104
2026-08-15,SI=F,20,1,,434.47,64.988,60.413,70.1451,0.3414,0.4686
2026-08-15,TTE.PA,5,1,,1000.0,75.78,73.2777,77.689,0.0231,0.1769
2026-08-15,TTE.PA,20,0,frais,0.0,75.78,72.4437,77.689,-0.1495,0.3495
2026-08-15,USDJPY=X,20,0,frais,0.0,159.305,156.956,162.626,-0.3842,0.3842
2026-08-16,005930.KS,5,1,,434.78,274500.0,242941.3801,310808.4172,0.2825,0.3775
2026-08-16,005930.KS,20,1,,217.49,274500.0,211382.7602,360686.1541,1.6399,0.5501
2026-08-16,2330.TW,5,1,,1000.0,2395.0,2307.6786,2429.2538,0.1025,0.3775
2026-08-16,2330.TW,20,0,frais,0.0,2395.0,2275.7358,2429.2538,-0.0901,0.5501
2026-08-16,AAPL,20,1,,923.67,305.93,290.2477,318.1007,0.336,0.414
2026-08-16,AIR.PA,5,0,frais,0.0,215.4,210.1083,217.1675,-0.1388,0.1988
2026-08-16,AIR.PA,20,0,frais,0.0,215.4,206.443,217.1675,-0.8014,0.3714
2026-08-16,AMZN,5,0,frais,0.0,262.65,254.475,274.8547,-0.2857,0.2757
2026-08-16,AMZN,20,1,,746.04,262.65,246.3,276.655,0.6117,0.4483
2026-08-16,AUDUSD=X,5,0,frais,0.0,0.7087,0.7041,0.7175,-0.1748,0.1148
2026-08-16,AUDUSD=X,20,0,frais,0.0,0.7087,0.6996,0.7267,-0.4209,0.3909
2026-08-16,CL=F,5,0,frais,0.0,82.64,78.8691,83.0971,-0.6774,0.2274
2026-08-16,CT=F,5,0,frais,0.0,83.6,81.4918,83.9886,-0.2767,0.2167
2026-08-16,CT=F,20,0,frais,0.0,83.6,80.7891,83.9886,-1.2068,0.4468
2026-08-16,GBPUSD=X,20,0,frais,0.0,1.3536,1.3397,1.381,-0.3487,0.3887
2026-08-16,GC=F,20,1,,930.28,4435.5,4286.8039,4553.5999,0.7244,0.3956
2026-08-16,GOOGL,20,0,frais,0.0,345.9,323.888,348.6621,-1.0871,0.4171
2026-08-16,HG=F,5,1,,1000.0,6.6265,6.4994,6.6752,0.1411,0.1489
2026-08-16,HG=F,20,0,frais,0.0,6.6265,6.457,6.6752,-0.019,0.379
2026-08-16,JPM,5,0,frais,0.0,362.84,353.3292,375.7964,-0.0789,0.2089
2026-08-16,JPM,20,1,,954.2,362.84,343.8185,394.6144,0.1285,0.3815
2026-08-16,MSFT,5,0,frais,0.0,495.4,481.5973,499.5503,-0.3729,0.2529
2026-08-16,MSFT,20,0,frais,0.0,495.4,467.7946,499.5503,-1.2855,0.4255
2026-08-16,NVDA,5,0,frais,0.0,225.16,214.7707,239.7137,-0.1778,0.3378
2026-08-16,NVDA,20,1,,813.01,225.16,211.3076,261.4533,0.2096,0.5104
2026-08-16,SI=F,20,1,,457.2,64.95,60.6022,70.0717,0.3314,0.4686
2026-08-16,TTE.PA,5,1,,1000.0,75.78,73.2918,77.689,0.0531,0.1769
2026-08-16,TTE.PA,20,0,frais,0.0,75.78,72.4624,77.689,-0.1495,0.3495
2026-08-16,USDJPY=X,20,0,frais,0.0,159.328,156.9711,162.626,-0.3742,0.3842
2026-08-16,ZW=F,5,0,frais,0.0,689.5,666.9012,708.5357,-0.238,0.218
2026-08-17,005930.KS,5,1,,434.78,274500.0,242941.3801,310808.4172,0.2825,0.3775
2026-08-17,005930.KS,20,1,,217.49,274500.0,211382.7602,360686.1541,1.6399,0.5501
2026-08-17,2330.TW,5,1,,1000.0,2395.0,2307.6786,2429.2538,0.1025,0.3775
2026-08-17,2330.TW,20,0,frais,0.0,2395.0,2275.7358,2429.2538,-0.0901,0.5501
2026-08-17,AAPL,20,1,,923.67,305.93,290.2477,318.1007,0.336,0.414
2026-08-17,AIR.PA,5,0,frais,0.0,215.4,210.1083,217.1675,-0.1388,0.1988
2026-08-17,AIR.PA,20,0,frais,0.0,215.4,206.443,217.1675,-0.8014,0.3714
2026-08-17,AMZN,5,0,frais,0.0,262.65,254.475,274.8547,-0.2857,0.2757
2026-08-17,AMZN,20,1,,746.04,262.65,246.3,276.655,0.6117,0.4483
2026-08-17,AUDUSD=X,5,0,frais,0.0,0.7087,0.7041,0.7175,-0.1748,0.1148
2026-08-17,AUDUSD=X,20,0,frais,0.0,0.7087,0.6996,0.7267,-0.4209,0.3909
2026-08-17,CL=F,5,0,frais,0.0,82.64,78.8691,83.0971,-0.6774,0.2274
2026-08-17,CT=F,5,0,frais,0.0,83.6,81.4918,83.9886,-0.2767,0.2167
2026-08-17,CT=F,20,0,frais,0.0,83.6,80.7891,83.9886,-1.2068,0.4468
2026-08-17,GBPUSD=X,20,0,frais,0.0,1.3536,1.3397,1.381,-0.3487,0.3887
2026-08-17,GC=F,20,1,,930.28,4435.5,4286.8039,4553.5999,0.7244,0.3956
2026-08-17,GOOGL,20,0,frais,0.0,345.9,323.888,348.6621,-1.0871,0.4171
2026-08-17,HG=F,5,1,,1000.0,6.6265,6.4994,6.6752,0.1411,0.1489
2026-08-17,HG=F,20,0,frais,0.0,6.6265,6.457,6.6752,-0.019,0.379
2026-08-17,JPM,5,0,frais,0.0,362.84,353.3292,375.7964,-0.0789,0.2089
2026-08-17,JPM,20,1,,954.2,362.84,343.8185,394.6144,0.1285,0.3815
2026-08-17,MSFT,5,0,frais,0.0,495.4,481.5973,499.5503,-0.3729,0.2529
2026-08-17,MSFT,20,0,frais,0.0,495.4,467.7946,499.5503,-1.2855,0.4255
2026-08-17,NVDA,5,0,frais,0.0,225.16,214.7707,239.7137,-0.1778,0.3378
2026-08-17,NVDA,20,1,,813.01,225.16,211.3076,261.4533,0.2096,0.5104
2026-08-17,SI=F,20,1,,457.2,64.95,60.6022,70.0717,0.3314,0.4686
2026-08-17,TTE.PA,5,1,,1000.0,75.78,73.2918,77.689,0.0531,0.1769
2026-08-17,TTE.PA,20,0,frais,0.0,75.78,72.4624,77.689,-0.1495,0.3495
2026-08-17,USDJPY=X,20,0,frais,0.0,159.328,156.9711,162.626,-0.3742,0.3842
2026-08-17,ZW=F,5,0,frais,0.0,689.5,666.9012,708.5357,-0.238,0.218
