date,symbole,interval,spread_pct,n_ecarts
2026-08-18,005930.KS,5m,0.437787,71
2026-08-18,2330.TW,5m,0.209176,52
2026-08-18,6758.T,5m,0.05872,65
2026-08-18,9984.T,5m,0.626378,65
2026-08-18,9988.HK,5m,0.275789,66
2026-08-18,AIR.PA,5m,0.072213,101
2026-08-18,AMZN,5m,0.010378,77
2026-08-18,AUDUSD=X,5m,0.008597,287
2026-08-18,BZ=F,5m,0.098182,257
2026-08-18,CC=F,5m,0.265304,104
2026-08-18,CL=F,5m,0.094825,275
2026-08-18,COST,5m,0.080869,77
2026-08-18,ETHUSDT,5m,0.027656,287
2026-08-18,EURUSD=X,5m,0.011409,287
2026-08-18,GBPUSD=X,5m,0.009037,287
2026-08-18,GC=F,5m,0.038205,275
2026-08-18,GOOGL,5m,0.047723,77
2026-08-18,HG=F,5m,0.083591,275
2026-08-18,JPM,5m,0.052932,77
2026-08-18,KC=F,5m,0.053595,110
2026-08-18,KO,5m,0.085024,77
2026-08-18,MC.PA,5m,0.090729,101
2026-08-18,META,5m,0.183422,77
2026-08-18,MSFT,5m,0.110764,77
2026-08-18,NG=F,5m,0.065641,274
2026-08-18,NZDUSD=X,5m,0.007795,287
2026-08-18,PG,5m,0.090061,77
2026-08-18,SAN.PA,5m,0.048689,101
2026-08-18,SAP.DE,5m,0.119007,101
2026-08-18,SI=F,5m,0.023445,275
2026-08-18,TSLA,5m,0.238841,77
2026-08-18,TTE.PA,5m,0.02499,101
2026-08-18,USDCAD=X,5m,0.023332,287
2026-08-18,USDCHF=X,5m,0.008467,287
2026-08-18,USDJPY=X,5m,0.004777,287
2026-08-18,V,5m,0.096432,77
2026-08-18,XRPUSDT,5m,0.030706,287
2026-08-18,ZW=F,5m,0.079075,208
2026-08-18,^FCHI,5m,0.013308,101
2026-08-18,^GDAXI,5m,0.046508,101
2026-08-18,^GSPC,5m,0.02796,77
2026-08-18,^KS11,5m,0.303469,71
2026-08-18,^N225,5m,0.112835,67
2026-08-18,^NDX,5m,0.035417,77
2026-08-18,^STOXX50E,5m,0.022906,101
2026-08-19,005930.KS,5m,0.167731,71
2026-08-19,2330.TW,5m,0.147723,52
2026-08-19,6758.T,5m,0.048844,64
2026-08-19,9988.HK,5m,0.227431,66
2026-08-19,AIR.PA,5m,0.069104,101
2026-08-19,AMZN,5m,0.130516,77
2026-08-19,ASML.AS,5m,0.111214,101
2026-08-19,AUDUSD=X,5m,0.010498,287
2026-08-19,BZ=F,5m,0.075009,265
2026-08-19,CL=F,5m,0.090778,275
2026-08-19,GOOGL,5m,0.121826,77
2026-08-19,HG=F,5m,0.051102,275
2026-08-19,JPM,5m,0.147494,77
2026-08-19,KC=F,5m,0.224361,110
2026-08-19,KO,5m,0.091663,77
2026-08-19,MC.PA,5m,0.090005,101
2026-08-19,NG=F,5m,0.057008,274
2026-08-19,NZDUSD=X,5m,0.016873,287
2026-08-19,PG,5m,0.073336,77
2026-08-19,TSLA,5m,0.248208,77
2026-08-19,TTE.PA,5m,0.042341,101
2026-08-19,USDCAD=X,5m,0.014681,287
2026-08-19,^FCHI,5m,0.001737,101
2026-08-19,^GDAXI,5m,0.008515,101
2026-08-19,^GSPC,5m,0.064937,77
2026-08-19,^HSI,5m,0.01604,69
2026-08-19,^KS11,5m,0.125667,71
2026-08-19,^NDX,5m,0.066908,77
2026-08-20,0700.HK,5m,0.133992,66
2026-08-20,2330.TW,5m,0.158767,52
2026-08-20,6758.T,5m,0.059353,64
2026-08-20,7203.T,5m,0.060464,64
2026-08-20,9988.HK,5m,0.350303,66
2026-08-20,AAPL,5m,0.127179,77
2026-08-20,AIR.PA,5m,0.094958,101
2026-08-20,AMZN,5m,0.085079,77
2026-08-20,ASML.AS,5m,0.104348,101
2026-08-20,AUDUSD=X,5m,0.032014,287
2026-08-20,BNP.PA,5m,0.064962,101
2026-08-20,COST,5m,0.081617,77
2026-08-20,ETHUSDT,5m,0.018464,287
2026-08-20,EURUSD=X,5m,0.019301,287
2026-08-20,GBPUSD=X,5m,0.014517,287
2026-08-20,GC=F,5m,0.049933,275
2026-08-20,HG=F,5m,0.062195,275
2026-08-20,JPM,5m,0.037569,77
2026-08-20,KC=F,5m,0.170521,110
2026-08-20,MC.PA,5m,0.03367,101
2026-08-20,META,5m,0.065026,77
2026-08-20,MSFT,5m,0.037656,77
2026-08-20,NG=F,5m,0.043499,271
2026-08-20,NVDA,5m,0.077936,77
2026-08-20,NZDUSD=X,5m,0.029979,287
2026-08-20,SAP.DE,5m,0.137479,101
2026-08-20,SOLUSDT,5m,0.007046,287
2026-08-20,TTE.PA,5m,0.052735,101
2026-08-20,UNH,5m,0.057145,77
2026-08-20,USDCAD=X,5m,0.019768,287
2026-08-20,USDCHF=X,5m,0.021115,287
2026-08-20,USDJPY=X,5m,0.009169,287
2026-08-20,XOM,5m,0.126737,77
2026-08-20,ZW=F,5m,0.038925,210
2026-08-20,^FCHI,5m,0.019716,101
2026-08-20,^GDAXI,5m,0.034868,101
2026-08-20,^GSPC,5m,0.05059,77
2026-08-20,^HSI,5m,0.089294,69
2026-08-20,^N225,5m,0.050687,67
2026-08-20,^NDX,5m,0.073684,77
2026-08-20,^STOXX50E,5m,0.00542,101
2026-08-21,0700.HK,5m,0.131392,66
2026-08-21,2330.TW,5m,0.182469,52
2026-08-21,6758.T,5m,0.168071,64
2026-08-21,7203.T,5m,0.137124,64
2026-08-21,9984.T,5m,0.113938,64
2026-08-21,9988.HK,5m,0.139889,66
2026-08-21,AIR.PA,5m,0.069002,101
2026-08-21,AUDUSD=X,5m,0.020937,257
2026-08-21,BNBUSDT,5m,0.09392,287
2026-08-21,BNP.PA,5m,0.043568,101
2026-08-21,BTCUSDT,5m,0.162967,287
2026-08-21,BZ=F,5m,0.065728,239
2026-08-21,CC=F,5m,0.21921,104
2026-08-21,ETHUSDT,5m,0.113398,287
2026-08-21,EURUSD=X,5m,0.014142,257
2026-08-21,GBPUSD=X,5m,0.006715,257
2026-08-21,GC=F,5m,0.045239,251
2026-08-21,GOOGL,5m,0.050541,77
2026-08-21,HG=F,5m,0.048088,251
2026-08-21,JPM,5m,0.101847,77
2026-08-21,KO,5m,0.026848,77
2026-08-21,MC.PA,5m,0.069081,101
2026-08-21,META,5m,0.081996,77
2026-08-21,MSFT,5m,0.019718,77
2026-08-21,NG=F,5m,0.124706,251
2026-08-21,NVDA,5m,0.039373,77
2026-08-21,NZDUSD=X,5m,0.019256,260
2026-08-21,SI=F,5m,0.054729,251
2026-08-21,SIE.DE,5m,0.038674,100
2026-08-21,SOLUSDT,5m,0.201759,287
2026-08-21,TTE.PA,5m,0.029008,101
2026-08-21,UNH,5m,0.030435,77
2026-08-21,USDCAD=X,5m,0.020395,253
2026-08-21,USDCHF=X,5m,0.019103,251
2026-08-21,USDJPY=X,5m,0.011903,252
2026-08-21,XOM,5m,0.138744,77
2026-08-21,XRPUSDT,5m,0.25209,287
2026-08-21,ZW=F,5m,0.086391,209
2026-08-21,^FCHI,5m,0.028004,101
2026-08-21,^GDAXI,5m,0.025033,101
2026-08-21,^HSI,5m,0.080225,69
2026-08-21,^KS11,5m,0.105597,71
2026-08-21,^NDX,5m,0.033859,77
2026-08-21,^STOXX50E,5m,0.02466,101
2026-08-22,ETHUSDT,5m,0.063981,287
2026-08-22,XRPUSDT,5m,0.417165,287
2026-08-23,BNBUSDT,5m,0.097107,287
2026-08-23,BTCUSDT,5m,0.075862,287
2026-08-23,ETHUSDT,5m,0.160833,287
2026-08-23,SOLUSDT,5m,0.217272,287
2026-08-23,XRPUSDT,5m,0.361694,287
2026-08-24,005930.KS,5m,0.257905,71
2026-08-24,0700.HK,5m,0.049474,66
2026-08-24,2330.TW,5m,0.207475,52
2026-08-24,6758.T,5m,0.105068,65
2026-08-24,9988.HK,5m,0.066095,66
2026-08-24,AAPL,5m,0.07708,77
2026-08-24,AMZN,5m,0.146679,77
2026-08-24,AUDUSD=X,5m,0.01574,287
2026-08-24,BNP.PA,5m,0.026554,101
2026-08-24,BZ=F,5m,0.128442,231
2026-08-24,CC=F,5m,0.142947,103
2026-08-24,CL=F,5m,0.108483,271
2026-08-24,COST,5m,0.124915,77
2026-08-24,ETHUSDT,5m,0.074151,287
2026-08-24,EURUSD=X,5m,0.012408,287
2026-08-24,GBPUSD=X,5m,0.011119,287
2026-08-24,GOOGL,5m,0.063955,77
2026-08-24,HG=F,5m,0.041106,273
2026-08-24,JPM,5m,0.05839,77
2026-08-24,KC=F,5m,0.182718,109
2026-08-24,META,5m,0.184507,77
2026-08-24,MSFT,5m,0.167437,77
2026-08-24,NG=F,5m,0.082181,270
2026-08-24,NZDUSD=X,5m,0.021134,287
2026-08-24,PG,5m,0.048694,77
2026-08-24,SAN.PA,5m,0.054826,101
2026-08-24,SAP.DE,5m,0.062229,101
2026-08-24,SOLUSDT,5m,0.084976,287
2026-08-24,TTE.PA,5m,0.077204,101
2026-08-24,UNH,5m,0.102518,77
2026-08-24,USDCAD=X,5m,0.017379,287
2026-08-24,USDCHF=X,5m,0.013916,287
2026-08-24,USDJPY=X,5m,0.009594,287
2026-08-24,V,5m,0.113427,77
2026-08-24,XOM,5m,0.002556,77
2026-08-24,XRPUSDT,5m,0.160747,287
2026-08-24,ZW=F,5m,0.012897,209
2026-08-24,^N225,5m,0.068043,67
2026-08-25,0700.HK,5m,0.09434,66
2026-08-25,2330.TW,5m,0.201831,52
2026-08-25,6758.T,5m,0.068252,64
2026-08-25,7203.T,5m,0.074083,64
2026-08-25,9984.T,5m,0.106858,64
2026-08-25,9988.HK,5m,0.14364,66
2026-08-25,AAPL,5m,0.047426,77
2026-08-25,AIR.PA,5m,0.082276,101
2026-08-25,AMZN,5m,0.089464,77
2026-08-25,ASML.AS,5m,0.170213,101
2026-08-25,AUDUSD=X,5m,0.014977,287
2026-08-25,BNBUSDT,5m,0.079865,287
2026-08-25,BNP.PA,5m,0.1054,101
2026-08-25,BTCUSDT,5m,0.014278,287
2026-08-25,BZ=F,5m,0.105692,240
2026-08-25,CC=F,5m,0.077571,104
2026-08-25,CL=F,5m,0.084287,274
2026-08-25,COST,5m,0.067866,77
2026-08-25,ETHUSDT,5m,0.130928,287
2026-08-25,EURUSD=X,5m,0.020527,287
2026-08-25,GBPUSD=X,5m,0.015969,287
2026-08-25,GC=F,5m,0.035874,273
2026-08-25,GOOGL,5m,0.037487,77
2026-08-25,HG=F,5m,0.037657,270
2026-08-25,KC=F,5m,0.114651,110
2026-08-25,KO,5m,0.102948,77
2026-08-25,MC.PA,5m,0.1168,101
2026-08-25,META,5m,0.059134,77
2026-08-25,MSFT,5m,0.048602,77
2026-08-25,NG=F,5m,0.13794,274
2026-08-25,NZDUSD=X,5m,0.017621,287
2026-08-25,PG,5m,0.069881,77
2026-08-25,SAN.PA,5m,0.039977,101
2026-08-25,SIE.DE,5m,0.047002,101
2026-08-25,SOLUSDT,5m,0.203954,287
2026-08-25,USDCAD=X,5m,0.01824,287
2026-08-25,USDCHF=X,5m,0.020213,287
2026-08-25,USDJPY=X,5m,0.010484,287
2026-08-25,V,5m,0.112445,77
2026-08-25,XRPUSDT,5m,0.215814,287
2026-08-25,ZW=F,5m,0.185751,207
2026-08-25,^FCHI,5m,0.036754,101
2026-08-25,^GDAXI,5m,0.04466,101
2026-08-25,^GSPC,5m,0.030754,77
2026-08-25,^HSI,5m,0.054525,69
2026-08-25,^NDX,5m,0.039505,77
2026-08-25,^STOXX50E,5m,0.038713,101
2026-08-26,005930.KS,5m,0.193111,71
2026-08-26,2330.TW,5m,0.226504,52
2026-08-26,6758.T,5m,0.04133,64
2026-08-26,9984.T,5m,0.201655,64
2026-08-26,9988.HK,5m,0.152917,66
2026-08-26,AMZN,5m,0.123564,77
2026-08-26,AUDUSD=X,5m,0.01104,286
2026-08-26,BTCUSDT,5m,0.065623,287
2026-08-26,BZ=F,5m,0.082313,260
2026-08-26,CL=F,5m,0.075592,274
2026-08-26,ETHUSDT,5m,0.075703,287
2026-08-26,EURUSD=X,5m,0.007401,287
2026-08-26,GBPUSD=X,5m,0.006137,287
2026-08-26,GC=F,5m,0.0231,274
2026-08-26,GOOGL,5m,0.050805,77
2026-08-26,HG=F,5m,0.044052,273
2026-08-26,JPM,5m,0.052383,77
2026-08-26,KC=F,5m,0.077131,110
2026-08-26,MC.PA,5m,0.038354,101
2026-08-26,MSFT,5m,0.094775,77
2026-08-26,NG=F,5m,0.053379,273
2026-08-26,NVDA,5m,0.075858,77
2026-08-26,NZDUSD=X,5m,0.014768,286
2026-08-26,SI=F,5m,0.055774,274
2026-08-26,SIE.DE,5m,0.049694,101
2026-08-26,SOLUSDT,5m,0.049638,287
2026-08-26,TTE.PA,5m,0.056197,101
2026-08-26,USDCAD=X,5m,0.019769,287
2026-08-26,USDCHF=X,5m,0.010746,287
2026-08-26,USDJPY=X,5m,0.003491,287
2026-08-26,XOM,5m,0.097769,77
2026-08-26,XRPUSDT,5m,0.09945,287
2026-08-26,^FCHI,5m,0.013202,101
2026-08-26,^GDAXI,5m,0.015433,101
2026-08-26,^GSPC,5m,0.007628,77
2026-08-26,^KS11,5m,0.120803,71
2026-08-26,^N225,5m,0.074053,67
2026-08-26,^NDX,5m,0.025326,77
