date,symbole,avis,note,prix,horizon,origine,c_technique,c_prevision,c_analogues,c_moteurs,c_fondamentaux,c_saisonnalite,c_sentiment,c_brokers,c_filtre_marche,c_force_relative,c_alignement_horizons,c_note_retournee
2024-06-25,AAPL,Neutre,13.6,207.2745,20,retro,26.2,37.2,-38.8,,,,,,,,,
2024-06-25,AMZN,Favorable,47.4,186.34,20,retro,50.8,22.6,74.6,,,,,,,,,
2024-06-25,GOOGL,Favorable,40.2,182.6218,20,retro,56.4,38.8,15.1,,,,,,,,,
2024-06-25,JPM,Favorable,69.4,189.036,20,retro,60.9,70.0,82.9,,,,,,,,,
2024-06-25,META,Favorable,62.6,507.1953,20,retro,54.9,46.6,96.6,,,,,,,,,
2024-06-25,MSFT,Favorable,57.9,443.9726,20,retro,45.7,50.4,88.1,,,,,,,,,
2024-06-25,NVDA,Favorable,60.9,125.8825,20,retro,34.5,77.0,83.4,,,,,,,,,
2024-06-25,TSLA,Neutre,-21.1,187.35,20,retro,0.5,-19.0,-60.0,,,,,,,,,
2024-06-27,ZW=F,Défavorable,-30.5,559.75,20,retro,-37.0,-45.4,0.1,,,,,,,,,
2024-06-28,BZ=F,Neutre,28.7,86.41,20,retro,34.3,-25.0,91.0,,,,,,,,,
2024-06-28,CC=F,Favorable,44.8,7729.0,20,retro,-3.5,63.8,100.0,,,,,,,,,
2024-06-28,CL=F,Neutre,26.3,81.54,20,retro,32.8,-28.2,88.2,,,,,,,,,
2024-06-28,CT=F,Défavorable,-46.1,69.81,20,retro,-33.3,-49.8,-62.6,,,,,,,,,
2024-06-28,GC=F,Neutre,-7.9,2327.7,20,retro,-0.4,36.8,-31.9,-56.0,,,,,,,,
2024-06-28,HG=F,Neutre,19.7,4.3905,20,retro,-1.7,17.2,58.7,,,,,,,,,
2024-06-28,KC=F,Neutre,14.6,228.95,20,retro,31.4,-18.2,30.3,,,,,,,,,
2024-06-28,NG=F,Neutre,-24.2,2.601,20,retro,11.4,-41.8,-60.0,,,,,,,,,
2024-06-28,SI=F,Neutre,9.9,29.237,20,retro,30.5,26.0,19.8,-56.0,,,,,,,,
2024-07-02,AAPL,Favorable,50.0,218.3783,20,retro,55.8,36.0,59.0,,,,,,,,,
2024-07-02,AMZN,Favorable,48.7,200.0,20,retro,45.7,23.8,86.9,,,,,,,,,
2024-07-02,GOOGL,Favorable,37.1,183.8226,20,retro,55.5,33.6,11.2,,,,,,,,,
2024-07-02,JPM,Favorable,40.2,199.3052,20,retro,45.9,69.2,-8.2,,,,,,,,,
2024-07-02,META,Favorable,56.1,506.1026,20,retro,33.1,51.8,100.0,,,,,,,,,
2024-07-02,MSFT,Favorable,50.7,452.1738,20,retro,44.6,52.0,59.2,,,,,,,,,
2024-07-02,NVDA,Favorable,61.6,122.4681,20,retro,34.0,82.2,80.0,,,,,,,,,
2024-07-02,TSLA,Neutre,-25.0,231.26,20,retro,-2.9,-21.8,-66.1,,,,,,,,,
2024-07-05,ZW=F,Défavorable,-46.2,572.25,20,retro,-33.2,-41.8,-73.8,,,,,,,,,
2024-07-08,BZ=F,Neutre,24.0,85.75,20,retro,51.9,-21.8,38.4,,,,,,,,,
2024-07-08,CC=F,Favorable,45.3,7693.0,20,retro,-3.9,65.8,100.0,,,,,,,,,
2024-07-08,CL=F,Favorable,38.8,82.33,20,retro,52.5,-24.2,100.0,,,,,,,,,
2024-07-08,CT=F,Défavorable,-57.8,67.32,20,retro,-55.0,-44.6,-80.0,,,,,,,,,
2024-07-08,GC=F,Neutre,16.8,2355.2,20,retro,49.0,41.2,-35.4,-17.2,,,,,,,,
2024-07-08,HG=F,Neutre,16.2,4.622,20,retro,19.4,32.4,-10.6,,,,,,,,,
2024-07-08,KC=F,Neutre,-7.2,236.2,20,retro,20.5,-18.6,-38.1,,,,,,,,,
2024-07-08,NG=F,Défavorable,-47.8,2.366,20,retro,-32.2,-45.8,-76.6,,,,,,,,,
2024-07-08,SI=F,Neutre,23.1,30.618,20,retro,49.9,24.0,17.4,-17.2,,,,,,,,
2024-07-10,AAPL,Favorable,39.3,230.9791,20,retro,20.4,40.8,69.0,,,,,,,,,
2024-07-10,AMZN,Favorable,45.6,199.79,20,retro,55.9,30.2,49.0,,,,,,,,,
2024-07-10,GOOGL,Favorable,36.5,189.7171,20,retro,43.8,42.8,16.1,,,,,,,,,
2024-07-10,JPM,Favorable,42.8,199.4211,20,retro,55.7,68.4,-12.8,,,,,,,,,
2024-07-10,META,Favorable,64.1,531.1246,20,retro,55.0,61.0,83.4,,,,,,,,,
2024-07-10,MSFT,Favorable,60.2,459.0359,20,retro,57.3,56.4,70.0,,,,,,,,,
2024-07-10,NVDA,Favorable,61.2,134.688,20,retro,35.3,79.4,80.0,,,,,,,,,
2024-07-10,TSLA,Neutre,-17.5,263.26,20,retro,0.5,-14.6,-51.3,,,,,,,,,
2024-07-11,AIR.PA,Favorable,30.4,126.7175,20,retro,-17.9,41.2,96.6,,,,,,,,,
2024-07-11,MC.PA,Défavorable,-33.3,675.9136,20,retro,-22.5,-2.4,-92.7,,,,,,,,,
2024-07-11,SAN.PA,Neutre,28.3,85.0948,20,retro,54.9,26.4,-13.5,,,,,,,,,
2024-07-11,TTE.PA,Neutre,25.6,56.1986,20,retro,17.3,42.0,17.7,,,,,,,,,
2024-07-12,ZW=F,Neutre,-24.0,538.0,20,retro,-15.4,-49.4,-4.4,,,,,,,,,
2024-07-15,BZ=F,Neutre,3.4,84.85,20,retro,31.7,-24.2,-6.9,,,,,,,,,
2024-07-15,CC=F,Favorable,57.2,8463.0,20,retro,19.5,72.2,100.0,,,,,,,,,
2024-07-15,CL=F,Neutre,22.4,81.91,20,retro,32.1,-26.6,71.6,,,,,,,,,
2024-07-15,CT=F,Défavorable,-31.8,70.86,20,retro,-31.9,-41.8,-18.2,,,,,,,,,
2024-07-15,GC=F,Favorable,41.4,2422.8999,20,retro,43.3,54.0,28.5,34.3,,,,,,,,
2024-07-15,HG=F,Neutre,22.2,4.529,20,retro,18.8,40.0,4.0,,,,,,,,,
2024-07-15,KC=F,Neutre,16.1,244.15,20,retro,52.5,-4.6,-16.8,,,,,,,,,
2024-07-15,NG=F,Défavorable,-48.2,2.158,20,retro,-35.3,-50.6,-66.6,,,,,,,,,
2024-07-15,SI=F,Favorable,32.9,30.672,20,retro,50.6,42.4,-10.8,34.3,,,,,,,,
2024-07-17,AAPL,Favorable,53.5,226.9144,20,retro,56.1,37.6,70.5,,,,,,,,,
2024-07-17,AMZN,Favorable,40.2,187.93,20,retro,28.6,25.8,78.8,,,,,,,,,
2024-07-17,GOOGL,Favorable,50.2,179.6349,20,retro,30.4,47.6,86.6,,,,,,,,,
2024-07-17,JPM,Neutre,26.7,208.1254,20,retro,30.0,71.6,-38.9,,,,,,,,,
2024-07-17,META,Neutre,5.0,458.9094,20,retro,4.9,51.4,-56.6,,,,,,,,,
2024-07-17,MSFT,Favorable,57.0,436.6576,20,retro,31.1,57.2,100.0,,,,,,,,,
2024-07-17,NVDA,Favorable,64.4,117.7958,20,retro,31.1,79.4,100.0,,,,,,,,,
2024-07-17,TSLA,Neutre,-11.3,248.5,20,retro,37.5,-15.8,-86.4,,,,,,,,,
2024-07-18,AIR.PA,Neutre,16.1,125.6804,20,retro,-18.5,26.8,59.3,,,,,,,,,
2024-07-18,MC.PA,Défavorable,-37.4,657.1594,20,retro,-53.1,-4.8,-54.8,,,,,,,,,
2024-07-18,SAN.PA,Neutre,25.3,83.6888,20,retro,52.0,23.2,-16.6,,,,,,,,,
2024-07-18,TTE.PA,Favorable,31.3,57.0753,20,retro,30.1,40.4,21.2,,,,,,,,,
2024-07-19,USDCHF=X,Neutre,-0.6,0.8873,20,retro,-31.9,-14.0,-10.6,79.7,,,,,,,,
2024-07-19,USDJPY=X,Neutre,25.8,157.15,20,retro,-1.2,43.6,16.5,56.3,,,,,,,,
2024-07-19,ZW=F,Neutre,-27.9,542.75,20,retro,-14.1,-43.0,-30.6,,,,,,,,,
2024-07-22,AUDUSD=X,Neutre,3.3,0.6696,20,retro,30.2,-7.2,-4.8,-19.6,,,,,,,,
2024-07-22,BZ=F,Neutre,-19.7,82.4,20,retro,-21.2,-17.8,-19.9,,,,,,,,,
2024-07-22,CC=F,Favorable,41.6,8398.0,20,retro,17.1,72.2,41.6,,,,,,,,,
2024-07-22,CL=F,Neutre,3.1,79.78,20,retro,31.5,-20.2,-13.2,,,,,,,,,
2024-07-22,CT=F,Neutre,-26.5,70.13,20,retro,-32.2,-45.0,7.7,,,,,,,,,
2024-07-22,EURUSD=X,Neutre,4.1,1.0899,20,retro,34.3,25.2,-28.6,-41.6,,,,,,,,
2024-07-22,GBPUSD=X,Neutre,21.9,1.2933,20,retro,55.7,25.6,-15.4,-2.1,,,,,,,,
2024-07-22,GC=F,Favorable,30.9,2392.0,20,retro,50.8,56.8,-42.2,36.2,,,,,,,,
2024-07-22,HG=F,Neutre,18.7,4.1805,20,retro,-5.0,16.8,60.8,,,,,,,,,
2024-07-22,KC=F,Neutre,14.2,243.05,20,retro,32.1,-8.6,14.8,,,,,,,,,
2024-07-22,NG=F,Défavorable,-46.6,2.251,20,retro,-32.4,-59.4,-53.0,,,,,,,,,
2024-07-22,NZDUSD=X,Neutre,-9.2,0.6024,20,retro,-24.0,-2.4,-4.9,2.0,,,,,,,,
2024-07-22,SI=F,Neutre,10.6,29.124,20,retro,-1.5,34.8,-27.3,36.2,,,,,,,,
2024-07-22,USDCAD=X,Favorable,32.8,1.3707,20,retro,50.8,22.0,25.1,25.2,,,,,,,,
2024-07-24,AAPL,Neutre,18.1,216.6632,20,retro,31.3,33.6,-24.7,,,,,,,,,
2024-07-24,AMZN,Neutre,13.8,180.83,20,retro,-3.0,19.0,34.8,,,,,,,,,
2024-07-24,GOOGL,Favorable,34.4,171.3091,20,retro,7.3,21.8,96.6,,,,,,,,,
2024-07-24,JPM,Favorable,41.3,200.1792,20,retro,22.6,64.4,41.9,,,,,,,,,
2024-07-24,META,Neutre,3.6,458.1942,20,retro,-3.3,51.8,-49.2,,,,,,,,,
2024-07-24,MSFT,Favorable,42.3,422.2638,20,retro,7.2,42.8,100.0,,,,,,,,,
2024-07-24,NVDA,Favorable,52.5,114.062,20,retro,10.0,70.2,100.0,,,,,,,,,
2024-07-24,TSLA,Neutre,-17.4,215.99,20,retro,9.4,-25.4,-51.6,,,,,,,,,
2024-07-25,AIR.PA,Neutre,0.1,123.8367,20,retro,-36.9,30.4,21.4,,,,,,,,,
2024-07-25,MC.PA,Neutre,-22.6,621.2693,20,retro,-46.7,1.2,-14.1,,,,,,,,,
2024-07-25,SAN.PA,Neutre,13.4,88.4329,20,retro,32.5,31.6,-42.7,,,,,,,,,
2024-07-25,TTE.PA,Neutre,21.2,55.4381,20,retro,-1.0,39.2,34.2,,,,,,,,,
2024-07-26,USDCHF=X,Neutre,-2.6,0.8806,20,retro,-34.3,-18.0,-11.4,79.7,,,,,,,,
2024-07-26,USDJPY=X,Neutre,11.9,153.697,20,retro,5.6,33.6,-50.9,56.3,,,,,,,,
2024-07-26,ZW=F,Neutre,-15.8,523.5,20,retro,-14.1,-46.2,22.0,,,,,,,,,
2024-07-29,AUDUSD=X,Neutre,-19.7,0.6555,20,retro,-36.9,-9.6,-4.4,-19.6,,,,,,,,
2024-07-29,BZ=F,Neutre,-17.5,79.78,20,retro,-24.8,-25.8,5.7,,,,,,,,,
2024-07-29,CC=F,Favorable,55.8,7716.0,20,retro,18.1,69.8,100.0,,,,,,,,,
2024-07-29,CL=F,Neutre,-24.9,75.81,20,retro,-24.1,-31.0,-17.9,,,,,,,,,
2024-07-29,CT=F,Neutre,-28.8,67.51,20,retro,-53.0,-51.4,41.8,,,,,,,,,
2024-07-29,EURUSD=X,Neutre,-3.6,1.0854,20,retro,11.7,24.4,-28.4,-41.6,,,,,,,,
2024-07-29,GBPUSD=X,Neutre,15.2,1.2868,20,retro,32.1,30.0,-15.2,-2.1,,,,,,,,
2024-07-29,GC=F,Neutre,27.4,2377.3,20,retro,30.6,36.8,4.9,32.0,,,,,,,,
2024-07-29,HG=F,Neutre,8.8,4.062,20,retro,-25.5,8.8,66.2,,,,,,,,,
2024-07-29,KC=F,Neutre,21.9,230.4,20,retro,29.8,-9.4,50.5,,,,,,,,,
2024-07-29,NG=F,Défavorable,-44.7,1.907,20,retro,-26.1,-51.4,-66.6,,,,,,,,,
2024-07-29,NZDUSD=X,Neutre,6.8,0.5889,20,retro,-0.3,0.8,31.7,2.0,,,,,,,,
2024-07-29,SI=F,Neutre,16.4,27.703,20,retro,-4.6,22.4,27.5,32.0,,,,,,,,
2024-07-29,USDCAD=X,Neutre,25.5,1.3828,20,retro,44.1,18.8,3.9,25.2,,,,,,,,
2024-07-31,AAPL,Neutre,17.9,220.1728,20,retro,34.0,25.6,-19.2,,,,,,,,,
2024-07-31,AMZN,Neutre,28.4,186.98,20,retro,0.6,17.4,89.4,,,,,,,,,
2024-07-31,GOOGL,Favorable,33.8,170.2274,20,retro,-3.1,30.4,100.0,,,,,,,,,
2024-07-31,JPM,Favorable,44.5,204.2195,20,retro,33.2,68.4,31.6,,,,,,,,,
2024-07-31,META,Neutre,19.2,471.6638,20,retro,-1.3,52.6,8.6,,,,,,,,,
2024-07-31,MSFT,Favorable,30.1,411.877,20,retro,-5.3,47.2,66.4,,,,,,,,,
2024-07-31,NVDA,Favorable,44.8,116.8274,20,retro,0.4,69.0,86.6,,,,,,,,,
2024-07-31,TSLA,Neutre,-9.1,232.07,20,retro,33.4,-28.6,-54.0,,,,,,,,,
2024-08-01,AIR.PA,Neutre,23.1,128.5996,20,retro,-32.5,34.8,100.0,,,,,,,,,
2024-08-01,MC.PA,Neutre,-29.7,611.1783,20,retro,-57.6,-6.4,-14.1,,,,,,,,,
2024-08-01,SAN.PA,Favorable,30.4,86.2015,20,retro,53.4,43.2,-24.9,,,,,,,,,
2024-08-01,TTE.PA,Neutre,11.4,55.3845,20,retro,-1.1,32.4,4.1,,,,,,,,,
2024-08-02,USDCHF=X,Neutre,0.0,0.8729,20,retro,-26.3,-28.4,-3.6,85.3,,,,,,,,
2024-08-02,USDJPY=X,Neutre,12.5,149.201,20,retro,0.9,27.6,-26.6,50.7,,,,,,,,
2024-08-02,ZW=F,Défavorable,-34.1,539.0,20,retro,-12.9,-45.4,-54.1,,,,,,,,,
2024-08-05,AUDUSD=X,Neutre,-15.3,0.6497,20,retro,-19.2,-7.6,-14.8,-19.6,,,,,,,,
2024-08-05,BZ=F,Neutre,-18.0,76.3,20,retro,-47.0,-29.0,45.1,,,,,,,,,
2024-08-05,CC=F,Favorable,49.4,7901.0,20,retro,-0.4,73.8,100.0,,,,,,,,,
2024-08-05,CL=F,Défavorable,-30.6,72.94,20,retro,-35.2,-28.6,-25.5,,,,,,,,,
2024-08-05,CT=F,Défavorable,-37.6,66.55,20,retro,-63.4,-51.0,23.4,,,,,,,,,
2024-08-05,EURUSD=X,Neutre,-2.8,1.0911,20,retro,13.2,22.4,-24.4,-41.6,,,,,,,,
2024-08-05,GBPUSD=X,Neutre,19.2,1.2788,20,retro,30.4,30.0,22.6,-17.1,,,,,,,,
2024-08-05,GC=F,Neutre,29.8,2401.7,20,retro,21.7,50.4,-8.3,54.2,,,,,,,,
2024-08-05,HG=F,Neutre,4.0,3.984,20,retro,-38.0,7.2,69.6,,,,,,,,,
2024-08-05,KC=F,Neutre,6.9,225.7,20,retro,-0.9,-14.2,48.2,,,,,,,,,
2024-08-05,NG=F,Défavorable,-50.9,1.942,20,retro,-34.3,-59.8,-66.6,,,,,,,,,
2024-08-05,NZDUSD=X,Neutre,-10.1,0.5947,20,retro,-54.8,2.8,34.1,3.2,,,,,,,,
2024-08-05,SI=F,Neutre,27.1,27.076,20,retro,-5.1,21.6,61.2,54.2,,,,,,,,
2024-08-05,USDCAD=X,Neutre,23.1,1.3883,20,retro,46.2,20.4,-25.2,36.4,,,,,,,,
2024-08-07,AAPL,Neutre,-0.5,208.0181,20,retro,-2.0,24.4,-31.1,,,,,,,,,
2024-08-07,AMZN,Neutre,-27.4,162.77,20,retro,-23.7,7.4,-80.0,,,,,,,,,
2024-08-07,GOOGL,Neutre,23.5,157.7239,20,retro,6.8,7.0,73.4,,,,,,,,,
2024-08-07,JPM,Favorable,45.2,192.3195,20,retro,-0.5,61.2,100.0,,,,,,,,,
2024-08-07,META,Favorable,36.1,485.6598,20,retro,19.3,46.6,50.0,,,,,,,,,
2024-08-07,MSFT,Neutre,13.9,392.2652,20,retro,-23.7,38.0,44.4,,,,,,,,,
2024-08-07,NVDA,Favorable,37.3,98.7473,20,retro,-3.5,63.8,70.0,,,,,,,,,
2024-08-07,TSLA,Défavorable,-45.7,191.76,20,retro,-33.0,-33.4,-83.4,,,,,,,,,
2024-08-08,AIR.PA,Neutre,23.9,129.1181,20,retro,-32.1,36.8,100.0,,,,,,,,,
2024-08-08,MC.PA,Défavorable,-31.2,602.8959,20,retro,-57.7,-4.8,-22.2,,,,,,,,,
2024-08-08,SAN.PA,Neutre,24.8,86.7457,20,retro,32.7,36.0,-3.6,,,,,,,,,
2024-08-08,TTE.PA,Neutre,9.6,54.4899,20,retro,-31.8,21.2,63.2,,,,,,,,,
2024-08-09,USDCHF=X,Neutre,-9.8,0.8669,20,retro,-34.5,-19.6,-50.6,85.3,,,,,,,,
2024-08-09,USDJPY=X,Neutre,-8.0,147.669,20,retro,-38.4,14.0,-45.0,50.7,,,,,,,,
2024-08-09,ZW=F,Neutre,-28.3,542.5,20,retro,-33.4,-45.4,3.0,,,,,,,,,
2024-08-12,AUDUSD=X,Neutre,-6.3,0.657,20,retro,-2.2,-6.4,0.1,-19.6,,,,,,,,
2024-08-12,BZ=F,Neutre,-5.3,82.3,20,retro,-19.1,-21.4,39.2,,,,,,,,,
2024-08-12,CC=F,Favorable,40.6,8731.0,20,retro,49.2,64.2,-5.4,,,,,,,,,
2024-08-12,CL=F,Neutre,16.6,80.06,20,retro,61.6,-17.4,-13.2,,,,,,,,,
2024-08-12,CT=F,Neutre,-25.8,68.29,20,retro,-30.5,-68.6,39.2,,,,,,,,,
2024-08-12,EURUSD=X,Neutre,8.0,1.0914,20,retro,33.1,28.4,-11.4,-41.6,,,,,,,,
2024-08-12,GBPUSD=X,Neutre,11.2,1.275,20,retro,-0.8,27.2,38.2,-17.1,,,,,,,,
2024-08-12,GC=F,Favorable,38.2,2462.3999,20,retro,63.4,43.6,-18.3,45.6,,,,,,,,
2024-08-12,HG=F,Neutre,18.3,4.055,20,retro,-4.3,13.6,62.1,,,,,,,,,
2024-08-12,KC=F,Favorable,30.6,240.85,20,retro,50.9,-8.2,48.4,,,,,,,,,
2024-08-12,NG=F,Neutre,-12.0,2.189,20,retro,-12.3,-63.8,57.6,,,,,,,,,
2024-08-12,NZDUSD=X,Neutre,-8.4,0.5995,20,retro,-31.3,5.6,-0.6,3.2,,,,,,,,
2024-08-12,SI=F,Neutre,15.1,27.917,20,retro,-2.2,25.2,0.0,45.6,,,,,,,,
2024-08-12,USDCAD=X,Favorable,30.7,1.3736,20,retro,29.4,16.8,45.8,36.4,,,,,,,,
2024-08-14,AAPL,Neutre,29.6,220.0703,20,retro,61.9,24.4,-17.2,,,,,,,,,
2024-08-14,AMZN,Défavorable,-32.0,170.1,20,retro,-34.3,4.2,-76.6,,,,,,,,,
2024-08-14,GOOGL,Neutre,25.3,159.1429,20,retro,-6.1,26.0,76.6,,,,,,,,,
2024-08-14,JPM,Favorable,57.0,201.7627,20,retro,32.4,61.2,92.5,,,,,,,,,
2024-08-14,META,Favorable,48.7,523.2476,20,retro,52.7,57.0,30.9,,,,,,,,,
2024-08-14,MSFT,Favorable,47.1,410.4101,20,retro,27.8,36.4,93.4,,,,,,,,,
2024-08-14,NVDA,Favorable,31.0,117.8857,20,retro,20.3,68.2,-0.9,,,,,,,,,
2024-08-14,TSLA,Défavorable,-42.3,201.38,20,retro,-31.7,-32.2,-73.4,,,,,,,,,
2024-08-15,AIR.PA,Favorable,40.2,131.4804,20,retro,-0.7,46.4,100.0,,,,,,,,,
2024-08-15,MC.PA,Neutre,-28.4,624.5061,20,retro,-32.2,1.6,-62.0,,,,,,,,,
2024-08-15,SAN.PA,Favorable,40.0,88.8502,20,retro,54.7,48.0,4.8,,,,,,,,,
2024-08-15,TTE.PA,Favorable,36.1,55.8944,20,retro,49.9,34.8,14.6,,,,,,,,,
2024-08-16,USDCHF=X,Neutre,5.1,0.8725,20,retro,-1.8,-21.6,-28.3,85.3,,,,,,,,
2024-08-16,USDJPY=X,Neutre,5.2,149.222,20,retro,-4.3,20.0,-44.1,50.7,,,,,,,,
2024-08-16,ZW=F,Défavorable,-41.6,530.0,20,retro,-32.5,-37.4,-62.3,,,,,,,,,
2024-08-19,AUDUSD=X,Neutre,4.8,0.6673,20,retro,41.0,-3.6,-19.7,-19.6,,,,,,,,
2024-08-19,BZ=F,Neutre,-13.3,77.66,20,retro,-12.9,-28.2,5.7,,,,,,,,,
2024-08-19,CC=F,Favorable,49.5,9173.0,20,retro,50.9,62.2,30.2,,,,,,,,,
2024-08-19,CL=F,Neutre,-27.1,74.37,20,retro,-12.4,-23.0,-57.2,,,,,,,,,
2024-08-19,CT=F,Défavorable,-36.8,67.98,20,retro,-32.8,-57.0,-16.4,,,,,,,,,
2024-08-19,EURUSD=X,Neutre,5.8,1.1025,20,retro,35.4,26.4,-23.8,-41.6,,,,,,,,
2024-08-19,GBPUSD=X,Neutre,20.3,1.2947,20,retro,53.2,25.6,-4.0,-17.1,,,,,,,,
2024-08-19,GC=F,Favorable,44.2,2501.8,20,retro,54.5,49.6,23.1,41.2,,,,,,,,
2024-08-19,HG=F,Neutre,8.2,4.1665,20,retro,16.8,8.8,-7.0,,,,,,,,,
2024-08-19,KC=F,Neutre,18.3,245.9,20,retro,50.4,-13.8,7.6,,,,,,,,,
2024-08-19,NG=F,Neutre,-11.5,2.235,20,retro,-11.7,-56.6,48.9,,,,,,,,,
2024-08-19,NZDUSD=X,Neutre,1.7,0.6057,20,retro,-0.3,3.6,1.1,3.2,,,,,,,,
2024-08-19,SI=F,Favorable,34.1,29.24,20,retro,49.7,15.8,25.7,41.2,,,,,,,,
2024-08-19,USDCAD=X,Neutre,15.3,1.3678,20,retro,-1.6,2.8,38.8,36.4,,,,,,,,
2024-08-21,AAPL,Favorable,42.1,224.7155,20,retro,53.5,26.8,43.6,,,,,,,,,
2024-08-21,AMZN,Neutre,12.0,180.11,20,retro,20.6,13.8,-4.7,,,,,,,,,
2024-08-21,GOOGL,Favorable,37.3,164.581,20,retro,16.9,33.2,76.6,,,,,,,,,
2024-08-21,JPM,Favorable,59.2,205.9469,20,retro,54.0,71.6,51.4,,,,,,,,,
2024-08-21,META,Favorable,58.6,531.5915,20,retro,54.2,59.0,65.3,,,,,,,,,
2024-08-21,MSFT,Favorable,40.3,418.3301,20,retro,18.9,46.0,68.2,,,,,,,,,
2024-08-21,NVDA,Favorable,64.2,128.2885,20,retro,52.4,77.0,66.6,,,,,,,,,
2024-08-21,TSLA,Neutre,9.2,223.27,20,retro,50.4,-27.0,-11.1,,,,,,,,,
2024-08-22,AIR.PA,Favorable,37.9,133.3625,20,retro,1.9,49.6,82.3,,,,,,,,,
2024-08-22,MC.PA,Neutre,2.6,645.45,20,retro,-29.0,8.0,48.1,,,,,,,,,
2024-08-22,SAN.PA,Favorable,42.5,89.8117,20,retro,56.6,56.8,0.0,,,,,,,,,
2024-08-22,TTE.PA,Neutre,8.3,55.125,20,retro,-11.8,46.4,-8.9,,,,,,,,,
2024-08-23,USDCHF=X,Neutre,-22.5,0.8517,20,retro,-57.5,-32.8,-58.0,85.3,,,,,,,,
2024-08-23,USDJPY=X,Neutre,0.5,146.202,20,retro,-16.7,14.4,-39.4,50.7,,,,,,,,
2024-08-23,ZW=F,Défavorable,-35.4,502.25,20,retro,-46.1,-51.8,4.4,,,,,,,,,
2024-08-26,AUDUSD=X,Neutre,10.4,0.6788,20,retro,55.7,12.4,-37.9,-19.6,,,,,,,,
2024-08-26,BZ=F,Neutre,-15.0,81.43,20,retro,-30.8,-14.6,10.7,,,,,,,,,
2024-08-26,CC=F,Favorable,44.7,9880.0,20,retro,55.3,74.2,-12.2,,,,,,,,,
2024-08-26,CL=F,Neutre,-4.8,77.42,20,retro,-0.7,-21.0,9.7,,,,,,,,,
2024-08-26,CT=F,Neutre,-30.0,70.58,20,retro,1.1,-49.8,-55.3,,,,,,,,,
2024-08-26,EURUSD=X,Neutre,14.0,1.1188,20,retro,39.4,45.2,-14.4,-41.6,,,,,,,,
2024-08-26,GBPUSD=X,Neutre,17.4,1.3213,20,retro,24.7,50.4,-4.0,-17.1,,,,,,,,
2024-08-26,GC=F,Favorable,52.0,2517.7,20,retro,55.0,62.4,15.8,69.4,,,,,,,,
2024-08-26,HG=F,Neutre,16.9,4.2115,20,retro,18.7,23.2,5.2,,,,,,,,,
2024-08-26,KC=F,Neutre,7.8,253.65,20,retro,53.2,-15.4,-36.8,,,,,,,,,
2024-08-26,NG=F,Défavorable,-58.5,1.956,20,retro,-63.1,-56.6,-53.4,,,,,,,,,
2024-08-26,NZDUSD=X,Neutre,12.9,0.6224,20,retro,26.7,19.6,-9.2,3.2,,,,,,,,
2024-08-26,SI=F,Favorable,46.9,29.977,20,retro,52.1,41.6,22.8,69.4,,,,,,,,
2024-08-26,USDCAD=X,Neutre,12.6,1.3508,20,retro,-9.5,1.2,40.9,36.4,,,,,,,,
2024-08-28,AAPL,Favorable,46.5,224.8048,20,retro,53.1,39.2,45.2,,,,,,,,,
2024-08-28,AMZN,Neutre,-19.5,170.8,20,retro,-14.9,22.6,-83.4,,,,,,,,,
2024-08-28,GOOGL,Favorable,36.9,161.6039,20,retro,15.8,37.2,71.6,,,,,,,,,
2024-08-28,JPM,Favorable,46.8,212.3671,20,retro,58.0,80.8,-17.0,,,,,,,,,
2024-08-28,META,Favorable,50.0,513.3342,20,retro,21.3,66.2,76.1,,,,,,,,,
2024-08-28,MSFT,Favorable,44.4,404.9756,20,retro,15.2,49.2,86.6,,,,,,,,,
2024-08-28,NVDA,Favorable,62.1,125.4033,20,retro,51.2,85.0,49.6,,,,,,,,,
2024-08-28,TSLA,Neutre,-19.3,205.75,20,retro,17.9,-27.8,-70.0,,,,,,,,,
2024-08-29,AIR.PA,Favorable,36.4,134.9758,20,retro,3.8,52.8,68.9,,,,,,,,,
2024-08-29,MC.PA,Neutre,-2.5,644.8787,20,retro,-29.1,-1.2,40.1,,,,,,,,,
2024-08-29,SAN.PA,Neutre,25.5,92.016,20,retro,39.0,47.6,-26.4,,,,,,,,,
2024-08-29,TTE.PA,Favorable,40.9,56.1002,20,retro,49.9,40.0,27.2,,,,,,,,,
2024-08-30,USDCHF=X,Neutre,-23.5,0.8469,20,retro,-56.9,-34.8,-61.6,85.3,,,,,,,,
2024-08-30,USDJPY=X,Neutre,7.7,144.89,20,retro,-16.0,15.2,-6.0,50.7,,,,,,,,
2024-08-30,ZW=F,Neutre,-23.8,532.75,20,retro,-29.9,-51.8,23.8,,,,,,,,,
2024-09-02,AUDUSD=X,Neutre,11.7,0.6768,20,retro,54.6,6.0,-21.0,-19.6,,,,,,,,
2024-09-02,EURUSD=X,Neutre,1.5,1.1045,20,retro,21.7,32.8,-30.9,-41.6,,,,,,,,
2024-09-02,GBPUSD=X,Favorable,31.7,1.3129,20,retro,55.0,43.2,26.3,-17.1,,,,,,,,
2024-09-02,NZDUSD=X,Neutre,16.5,0.625,20,retro,37.8,18.4,4.3,-9.2,,,,,,,,
2024-09-02,USDCAD=X,Neutre,1.9,1.3489,20,retro,-38.6,0.0,25.1,48.9,,,,,,,,
