date,symbole,avis,note,prix,horizon,origine,c_technique,c_prevision,c_analogues,c_moteurs,c_fondamentaux,c_saisonnalite,c_sentiment,c_brokers,c_filtre_marche,c_force_relative,c_alignement_horizons,c_note_retournee
2026-04-03,BTCUSDT,Neutre,-28.9,66964.3,20,retro,-51.4,-30.6,10.8,,,,,,,,,
2026-04-03,ETHUSDT,Neutre,0.1,2053.83,20,retro,-19.9,-29.8,73.4,,,,,,,,,
2026-04-03,USDCHF=X,Neutre,29.1,0.7986,20,retro,34.3,-24.8,80.5,41.0,,,,,,,,
2026-04-03,USDJPY=X,Favorable,33.6,159.491,20,retro,32.1,12.8,67.2,30.3,,,,,,,,
2026-04-06,AAPL,Favorable,41.6,258.6217,20,retro,19.5,38.8,82.2,,,,,,,,,
2026-04-06,AMZN,Neutre,5.7,212.79,20,retro,-30.5,0.2,73.4,,,,,,,,,
2026-04-06,AUDUSD=X,Neutre,-3.1,0.6886,20,retro,-2.3,4.4,-64.7,47.2,,,,,,,,
2026-04-06,EURUSD=X,Neutre,7.0,1.151,20,retro,-12.3,11.6,54.8,-14.8,,,,,,,,
2026-04-06,GBPUSD=X,Neutre,-10.6,1.3186,20,retro,-31.8,12.8,-27.6,10.3,,,,,,,,
2026-04-06,GOOGL,Favorable,31.2,299.8109,20,retro,20.1,46.8,28.8,,,,,,,,,
2026-04-06,JPM,Neutre,9.1,294.125,20,retro,-31.7,49.2,23.6,,,,,,,,,
2026-04-06,META,Défavorable,-39.4,572.4894,20,retro,-53.7,-1.0,-66.6,,,,,,,,,
2026-04-06,MSFT,Neutre,-19.9,372.0741,20,retro,-24.9,-6.4,-29.7,,,,,,,,,
2026-04-06,NVDA,Neutre,-2.2,177.4332,20,retro,-10.4,28.2,-29.1,,,,,,,,,
2026-04-06,NZDUSD=X,Neutre,-18.2,0.5687,20,retro,-35.3,-23.6,-32.3,31.8,,,,,,,,
2026-04-06,TSLA,Neutre,-1.2,352.82,20,retro,-33.6,10.2,37.5,,,,,,,,,
2026-04-06,USDCAD=X,Neutre,16.7,1.3946,20,retro,24.6,14.0,4.5,19.1,,,,,,,,
2026-04-07,BZ=F,Neutre,20.7,109.27,20,retro,33.6,-15.8,48.1,,,,,,,,,
2026-04-07,CC=F,Défavorable,-40.8,3028.0,20,retro,-22.3,-52.2,-56.6,,,,,,,,,
2026-04-07,CL=F,Neutre,4.7,112.95,20,retro,41.9,-14.6,-31.7,,,,,,,,,
2026-04-07,CT=F,Neutre,-15.8,71.31,20,retro,37.4,-27.2,-89.2,,,,,,,,,
2026-04-07,GC=F,Favorable,41.1,4657.1001,20,retro,18.1,82.8,80.6,-15.7,,,,,,,,
2026-04-07,HG=F,Neutre,7.4,5.5445,20,retro,18.1,28.2,-38.3,,,,,,,,,
2026-04-07,KC=F,Neutre,-24.0,286.1,20,retro,-52.1,1.4,-11.2,,,,,,,,,
2026-04-07,NG=F,Neutre,3.0,2.87,20,retro,-21.6,-4.6,54.0,,,,,,,,,
2026-04-07,SI=F,Neutre,21.9,71.826,20,retro,17.3,45.4,35.8,-15.7,,,,,,,,
2026-04-07,ZW=F,Neutre,-10.7,598.0,20,retro,32.3,2.4,-100.0,,,,,,,,,
2026-04-08,BNBUSDT,Neutre,-19.6,601.16,20,retro,-32.1,-11.8,-9.3,,,,,,,,,
2026-04-08,BTCUSDT,Neutre,-22.4,71069.93,20,retro,0.5,-29.4,-51.1,,,,,,,,,
2026-04-08,ETHUSDT,Neutre,-16.9,2190.0,20,retro,0.5,-27.4,-32.0,,,,,,,,,
2026-04-10,AIR.PA,Neutre,11.1,166.4248,20,retro,-32.5,22.4,68.8,,,,,,,,,
2026-04-10,MC.PA,Neutre,-27.1,475.5457,20,retro,-33.3,-46.6,9.2,,,,,,,,,
2026-04-10,SAN.PA,Neutre,1.3,75.944,20,retro,0.0,7.6,-5.2,,,,,,,,,
2026-04-10,TTE.PA,Favorable,45.9,77.6413,20,retro,35.4,36.0,76.6,,,,,,,,,
2026-04-10,USDCHF=X,Neutre,-9.6,0.7909,20,retro,-18.5,-28.0,-20.7,40.6,,,,,,,,
2026-04-10,USDJPY=X,Neutre,28.9,159.112,20,retro,32.3,16.8,38.3,29.9,,,,,,,,
2026-04-13,AAPL,Neutre,25.3,258.9614,20,retro,19.0,39.2,17.2,,,,,,,,,
2026-04-13,AMZN,Neutre,16.3,239.89,20,retro,11.3,4.2,40.7,,,,,,,,,
2026-04-13,AUDUSD=X,Neutre,22.0,0.702,20,retro,20.3,15.6,8.0,47.6,,,,,,,,
2026-04-13,BNBUSDT,Neutre,-26.5,614.71,20,retro,-31.2,-10.2,-40.5,,,,,,,,,
2026-04-13,BTCUSDT,Neutre,-18.8,74417.99,20,retro,2.3,-18.2,-54.8,,,,,,,,,
2026-04-13,ETHUSDT,Neutre,-27.1,2369.46,20,retro,-6.6,-27.8,-60.4,,,,,,,,,
2026-04-13,EURUSD=X,Neutre,20.2,1.1675,20,retro,29.5,20.0,39.8,-14.4,,,,,,,,
2026-04-13,GBPUSD=X,Neutre,12.4,1.3394,20,retro,-10.5,17.2,46.0,10.7,,,,,,,,
2026-04-13,GOOGL,Favorable,56.6,321.1182,20,retro,54.6,46.0,74.0,,,,,,,,,
2026-04-13,JPM,Favorable,50.5,312.2732,20,retro,26.6,58.4,80.0,,,,,,,,,
2026-04-13,META,Neutre,-12.0,633.9425,20,retro,1.9,3.8,-56.1,,,,,,,,,
2026-04-13,MSFT,Neutre,-19.3,383.5393,20,retro,-30.7,0.0,-25.8,,,,,,,,,
2026-04-13,NVDA,Neutre,25.0,189.0896,20,retro,52.6,25.4,-21.5,,,,,,,,,
2026-04-13,NZDUSD=X,Neutre,1.1,0.5804,20,retro,-11.4,-20.0,18.8,32.2,,,,,,,,
2026-04-13,TSLA,Neutre,-6.2,352.42,20,retro,-54.2,6.6,56.6,,,,,,,,,
2026-04-13,USDCAD=X,Neutre,12.3,1.3873,20,retro,13.4,9.2,8.1,18.7,,,,,,,,
2026-04-14,BZ=F,Neutre,-9.0,94.79,20,retro,31.7,-14.6,-69.3,,,,,,,,,
2026-04-14,CC=F,Neutre,-30.0,3557.0,20,retro,-8.5,-49.4,-39.9,,,,,,,,,
2026-04-14,CL=F,Neutre,-16.0,91.28,20,retro,31.1,-11.8,-100.0,,,,,,,,,
2026-04-14,CT=F,Neutre,1.8,74.34,20,retro,26.1,-6.0,-28.2,,,,,,,,,
2026-04-14,GC=F,Favorable,37.9,4825.0,20,retro,19.3,85.2,34.8,8.8,,,,,,,,
2026-04-14,HG=F,Favorable,51.0,6.0705,20,retro,45.3,29.0,90.0,,,,,,,,,
2026-04-14,KC=F,Neutre,-8.7,302.65,20,retro,0.9,0.6,-36.9,,,,,,,,,
2026-04-14,NG=F,Neutre,-7.3,2.599,20,retro,-54.9,-2.6,65.6,,,,,,,,,
2026-04-14,SI=F,Favorable,44.7,79.391,20,retro,49.0,57.8,56.0,8.8,,,,,,,,
2026-04-14,ZW=F,Neutre,-10.4,592.0,20,retro,31.8,4.0,-100.0,,,,,,,,,
2026-04-17,AIR.PA,Neutre,6.9,176.2238,20,retro,-9.5,0.2,43.1,,,,,,,,,
2026-04-17,MC.PA,Neutre,-19.3,491.3874,20,retro,-40.2,-53.0,60.6,,,,,,,,,
2026-04-17,SAN.PA,Neutre,8.1,77.6771,20,retro,13.2,-2.8,14.0,,,,,,,,,
2026-04-17,TTE.PA,Favorable,31.1,72.1696,20,retro,41.6,29.2,16.2,,,,,,,,,
2026-04-17,USDCHF=X,Neutre,-21.3,0.7832,20,retro,-20.6,-29.2,-73.6,40.2,,,,,,,,
2026-04-17,USDJPY=X,Neutre,28.6,159.195,20,retro,31.9,15.2,40.3,29.5,,,,,,,,
2026-04-18,BNBUSDT,Neutre,-12.1,629.9,20,retro,-0.8,-13.8,-28.6,,,,,,,,,
2026-04-18,BTCUSDT,Neutre,-12.7,75691.76,20,retro,3.9,-25.4,-23.5,,,,,,,,,
2026-04-18,ETHUSDT,Neutre,-25.0,2350.32,20,retro,2.6,-30.6,-63.4,,,,,,,,,
2026-04-20,AAPL,Favorable,48.2,272.7986,20,retro,44.9,44.4,58.7,,,,,,,,,
2026-04-20,AMZN,Neutre,17.8,248.28,20,retro,21.5,17.0,12.5,,,,,,,,,
2026-04-20,AUDUSD=X,Neutre,29.3,0.7135,20,retro,52.0,16.8,-10.6,48.0,,,,,,,,
2026-04-20,EURUSD=X,Neutre,11.0,1.1741,20,retro,31.6,23.6,-15.4,-14.0,,,,,,,,
2026-04-20,GBPUSD=X,Favorable,31.2,1.3484,20,retro,50.8,17.6,36.6,11.1,,,,,,,,
2026-04-20,GOOGL,Favorable,62.4,337.2186,20,retro,57.5,58.0,76.4,,,,,,,,,
2026-04-20,JPM,Favorable,50.0,315.5684,20,retro,36.4,54.4,66.6,,,,,,,,,
2026-04-20,META,Neutre,10.4,670.2888,20,retro,4.5,15.0,14.0,,,,,,,,,
2026-04-20,MSFT,Neutre,-18.9,417.1665,20,retro,6.0,10.8,-100.0,,,,,,,,,
2026-04-20,NVDA,Favorable,43.1,201.8248,20,retro,43.1,33.4,56.0,,,,,,,,,
2026-04-20,NZDUSD=X,Neutre,12.3,0.5865,20,retro,19.6,-13.6,14.5,32.6,,,,,,,,
2026-04-20,TSLA,Neutre,18.3,392.5,20,retro,0.6,12.2,55.8,,,,,,,,,
2026-04-20,USDCAD=X,Neutre,-7.7,1.3705,20,retro,-51.4,5.6,21.6,18.3,,,,,,,,
2026-04-21,BZ=F,Neutre,3.5,98.48,20,retro,31.6,-19.4,-12.8,,,,,,,,,
2026-04-21,CC=F,Neutre,-29.6,3220.0,20,retro,-31.1,-50.6,0.9,,,,,,,,,
2026-04-21,CL=F,Neutre,-10.3,92.13,20,retro,31.2,-22.6,-63.2,,,,,,,,,
2026-04-21,CT=F,Neutre,-0.6,78.26,20,retro,20.5,-11.2,-21.6,,,,,,,,,
2026-04-21,GC=F,Favorable,49.4,4698.3999,20,retro,17.3,86.4,95.2,7.6,,,,,,,,
2026-04-21,HG=F,Favorable,51.6,6.0015,20,retro,54.0,27.4,80.0,,,,,,,,,
2026-04-21,KC=F,Neutre,-22.0,289.0,20,retro,-51.7,2.2,-4.9,,,,,,,,,
2026-04-21,NG=F,Neutre,-0.1,2.697,20,retro,-33.8,-0.2,56.3,,,,,,,,,
2026-04-21,SI=F,Favorable,39.8,76.411,20,retro,18.2,60.2,80.5,7.6,,,,,,,,
2026-04-21,ZW=F,Neutre,12.3,605.0,20,retro,62.1,-0.4,-53.7,,,,,,,,,
2026-04-23,BNBUSDT,Neutre,-9.8,638.54,20,retro,0.6,-13.8,-22.0,,,,,,,,,
2026-04-23,BTCUSDT,Neutre,-6.3,78257.48,20,retro,5.4,-32.2,8.6,,,,,,,,,
2026-04-23,ETHUSDT,Neutre,-7.4,2330.26,20,retro,1.9,-34.2,12.8,,,,,,,,,
2026-04-24,AIR.PA,Neutre,7.6,165.92,20,retro,-31.9,6.2,75.2,,,,,,,,,
2026-04-24,MC.PA,Défavorable,-32.5,464.0826,20,retro,-33.3,-51.0,-6.5,,,,,,,,,
2026-04-24,SAN.PA,Neutre,-1.1,75.8398,20,retro,-18.0,0.4,25.0,,,,,,,,,
2026-04-24,TTE.PA,Neutre,23.1,76.0512,20,retro,33.6,31.6,-5.6,,,,,,,,,
2026-04-24,USDCHF=X,Neutre,-19.1,0.7862,20,retro,-19.1,-29.2,-65.0,40.2,,,,,,,,
2026-04-24,USDJPY=X,Neutre,23.0,159.747,20,retro,31.7,13.6,14.4,29.5,,,,,,,,
2026-04-27,AAPL,Neutre,13.9,267.3636,20,retro,51.4,42.4,-86.6,,,,,,,,,
2026-04-27,AMZN,Neutre,21.4,261.12,20,retro,17.1,25.0,23.9,,,,,,,,,
2026-04-27,AUDUSD=X,Neutre,28.2,0.7144,20,retro,52.5,22.4,-24.6,48.4,,,,,,,,
2026-04-27,EURUSD=X,Neutre,9.4,1.1706,20,retro,30.7,23.6,-22.0,-13.6,,,,,,,,
2026-04-27,GBPUSD=X,Neutre,22.6,1.3515,20,retro,31.6,14.4,29.7,11.5,,,,,,,,
2026-04-27,GOOGL,Favorable,50.4,350.1309,20,retro,43.7,59.2,49.9,,,,,,,,,
2026-04-27,JPM,Favorable,46.3,310.2324,20,retro,33.6,55.6,55.3,,,,,,,,,
2026-04-27,META,Favorable,31.0,677.9916,20,retro,5.0,21.8,86.6,,,,,,,,,
2026-04-27,MSFT,Neutre,-8.6,423.9019,20,retro,5.2,12.4,-59.8,,,,,,,,,
2026-04-27,NVDA,Favorable,51.4,216.3578,20,retro,34.8,35.8,100.0,,,,,,,,,
2026-04-27,NZDUSD=X,Neutre,19.3,0.5871,20,retro,49.8,-10.8,-5.0,33.0,,,,,,,,
2026-04-27,TSLA,Neutre,9.3,378.67,20,retro,-31.2,9.4,76.6,,,,,,,,,
2026-04-27,USDCAD=X,Neutre,-9.1,1.3676,20,retro,-52.4,1.2,22.2,17.9,,,,,,,,
2026-04-28,BNBUSDT,Neutre,-21.7,624.55,20,retro,-30.4,-16.6,-14.0,,,,,,,,,
2026-04-28,BTCUSDT,Neutre,-10.0,76342.77,20,retro,-27.4,-30.6,46.3,,,,,,,,,
2026-04-28,BZ=F,Favorable,36.0,111.26,20,retro,53.2,4.2,50.0,,,,,,,,,
2026-04-28,CC=F,Neutre,-19.1,3305.0,20,retro,-0.3,-41.4,-20.8,,,,,,,,,
2026-04-28,CL=F,Neutre,12.5,99.93,20,retro,32.9,-3.4,-0.2,,,,,,,,,
2026-04-28,CT=F,Neutre,2.9,77.34,20,retro,9.5,-4.0,1.0,,,,,,,,,
2026-04-28,ETHUSDT,Neutre,-4.8,2289.42,20,retro,-18.1,-34.2,56.3,,,,,,,,,
2026-04-28,GC=F,Neutre,28.8,4591.5,20,retro,-10.6,87.6,58.4,-13.7,,,,,,,,
2026-04-28,HG=F,Favorable,51.7,5.9145,20,retro,50.9,31.4,80.0,,,,,,,,,
2026-04-28,KC=F,Neutre,0.1,306.4,20,retro,-0.4,10.2,-12.5,,,,,,,,,
2026-04-28,NG=F,Neutre,-4.3,2.559,20,retro,-35.0,-7.4,50.8,,,,,,,,,
2026-04-28,SI=F,Neutre,21.5,73.205,20,retro,-11.1,55.8,65.1,-13.7,,,,,,,,
2026-04-28,ZW=F,Neutre,4.2,649.0,20,retro,33.7,5.6,-47.0,,,,,,,,,
2026-05-01,USDCHF=X,Défavorable,-31.9,0.7814,20,retro,-61.5,-24.0,-75.7,50.9,,,,,,,,
2026-05-01,USDJPY=X,Neutre,13.8,156.978,20,retro,-2.7,19.6,7.9,39.5,,,,,,,,
2026-05-03,BNBUSDT,Neutre,-10.1,617.27,20,retro,-49.5,-11.4,57.1,,,,,,,,,
2026-05-03,BTCUSDT,Neutre,0.8,78568.57,20,retro,-16.0,-27.4,66.6,,,,,,,,,
2026-05-03,ETHUSDT,Neutre,-3.8,2322.65,20,retro,-17.3,-27.8,50.7,,,,,,,,,
2026-05-04,AAPL,Favorable,45.1,276.5752,20,retro,53.6,34.8,44.5,,,,,,,,,
2026-05-04,AIR.PA,Neutre,15.3,176.18,20,retro,1.4,14.0,40.4,,,,,,,,,
2026-05-04,AMZN,Neutre,16.6,272.05,20,retro,10.0,15.8,28.7,,,,,,,,,
2026-05-04,AUDUSD=X,Neutre,22.9,0.7213,20,retro,53.6,13.2,-43.3,51.0,,,,,,,,
2026-05-04,EURUSD=X,Neutre,-5.7,1.1727,20,retro,12.0,14.8,-44.6,-23.6,,,,,,,,
2026-05-04,GBPUSD=X,Neutre,24.6,1.3581,20,retro,32.6,10.8,53.1,1.4,,,,,,,,
2026-05-04,GOOGL,Favorable,38.0,383.0212,20,retro,28.5,59.2,25.5,,,,,,,,,
2026-05-04,JPM,Favorable,47.8,306.2703,20,retro,12.6,58.0,93.0,,,,,,,,,
2026-05-04,MC.PA,Neutre,-22.6,444.95,20,retro,-54.7,-57.8,77.8,,,,,,,,,
2026-05-04,META,Neutre,-22.2,609.8448,20,retro,-52.2,6.6,-10.4,,,,,,,,,
2026-05-04,MSFT,Neutre,-17.7,412.7261,20,retro,-28.3,3.6,-28.3,,,,,,,,,
2026-05-04,NVDA,Neutre,8.9,198.2489,20,retro,31.8,25.0,-50.7,,,,,,,,,
2026-05-04,NZDUSD=X,Neutre,22.3,0.5907,20,retro,51.0,-22.8,33.8,23.0,,,,,,,,
2026-05-04,SAN.PA,Neutre,-20.9,73.69,20,retro,-40.6,-8.0,-5.4,,,,,,,,,
2026-05-04,TSLA,Neutre,27.6,392.51,20,retro,1.7,10.6,93.4,,,,,,,,,
2026-05-04,TTE.PA,Neutre,25.1,77.6808,20,retro,33.2,42.8,-11.9,,,,,,,,,
2026-05-04,USDCAD=X,Neutre,-8.7,1.3588,20,retro,-54.5,-2.0,31.7,18.6,,,,,,,,
2026-05-05,BZ=F,Neutre,29.7,109.87,20,retro,50.7,13.8,15.6,,,,,,,,,
2026-05-05,CC=F,Neutre,-15.5,4003.0,20,retro,-16.3,-43.0,22.4,,,,,,,,,
2026-05-05,CL=F,Neutre,8.8,102.27,20,retro,50.7,9.0,-61.2,,,,,,,,,
2026-05-05,CT=F,Neutre,5.8,82.46,20,retro,32.6,-0.8,-30.0,,,,,,,,,
2026-05-05,GC=F,Favorable,33.3,4555.7998,20,retro,-1.4,80.0,73.4,-11.5,,,,,,,,
2026-05-05,HG=F,Favorable,37.3,5.943,20,retro,32.5,27.4,58.4,,,,,,,,,
2026-05-05,KC=F,Neutre,-7.4,305.85,20,retro,0.3,7.8,-40.3,,,,,,,,,
2026-05-05,NG=F,Neutre,-7.6,2.788,20,retro,-32.5,-5.8,31.6,,,,,,,,,
2026-05-05,SI=F,Neutre,18.2,73.108,20,retro,-0.1,44.6,43.4,-11.5,,,,,,,,
2026-05-05,ZW=F,Neutre,15.5,616.5,20,retro,50.9,1.6,-25.1,,,,,,,,,
2026-05-08,BNBUSDT,Neutre,4.3,649.36,20,retro,1.7,-9.0,26.4,,,,,,,,,
2026-05-08,BTCUSDT,Neutre,13.0,80193.17,20,retro,4.7,-24.2,76.6,,,,,,,,,
2026-05-08,ETHUSDT,Neutre,-13.5,2307.06,20,retro,-18.5,-32.2,19.8,,,,,,,,,
2026-05-08,USDCHF=X,Défavorable,-33.0,0.7802,20,retro,-51.7,-34.4,-83.1,50.1,,,,,,,,
2026-05-08,USDJPY=X,Neutre,5.2,156.829,20,retro,-2.3,-0.4,-7.9,38.5,,,,,,,,
2026-05-11,AAPL,Favorable,43.4,292.68,20,retro,41.4,31.6,62.6,,,,,,,,,
2026-05-11,AIR.PA,Neutre,9.5,175.48,20,retro,0.5,5.0,30.2,,,,,,,,,
2026-05-11,AMZN,Favorable,31.8,268.99,20,retro,29.2,20.6,51.1,,,,,,,,,
2026-05-11,AUDUSD=X,Neutre,22.0,0.7237,20,retro,52.0,21.6,-56.9,51.6,,,,,,,,
2026-05-11,EURUSD=X,Neutre,4.5,1.1769,20,retro,12.5,25.2,-8.8,-23.0,,,,,,,,
2026-05-11,GBPUSD=X,Neutre,16.9,1.3595,20,retro,31.3,19.6,4.3,2.0,,,,,,,,
2026-05-11,GOOGL,Favorable,51.3,388.408,20,retro,44.7,60.4,50.4,,,,,,,,,
2026-05-11,JPM,Neutre,21.4,298.6546,20,retro,-9.3,52.8,30.5,,,,,,,,,
2026-05-11,MC.PA,Neutre,-27.9,452.0,20,retro,-31.7,-55.4,15.2,,,,,,,,,
2026-05-11,META,Neutre,-15.6,598.3055,20,retro,-52.8,7.8,15.1,,,,,,,,,
2026-05-11,MSFT,Neutre,0.8,411.7682,20,retro,-17.3,-2.8,35.7,,,,,,,,,
2026-05-11,NVDA,Favorable,43.1,219.1845,20,retro,46.1,24.2,63.4,,,,,,,,,
2026-05-11,NZDUSD=X,Neutre,19.2,0.595,20,retro,50.5,-11.6,3.5,23.6,,,,,,,,
2026-05-11,SAN.PA,Neutre,-24.5,73.22,20,retro,-52.2,-15.6,9.7,,,,,,,,,
2026-05-11,TSLA,Neutre,16.0,445.0,20,retro,8.2,13.4,32.5,,,,,,,,,
2026-05-11,TTE.PA,Neutre,13.9,75.9623,20,retro,31.0,37.6,-46.2,,,,,,,,,
2026-05-11,USDCAD=X,Neutre,7.2,1.3683,20,retro,-21.1,0.0,53.4,18.0,,,,,,,,
2026-05-12,BZ=F,Neutre,24.1,107.77,20,retro,31.0,-9.0,56.6,,,,,,,,,
2026-05-12,CC=F,Neutre,-0.1,4503.0,20,retro,7.4,-26.2,22.4,,,,,,,,,
2026-05-12,CL=F,Neutre,2.5,102.18,20,retro,31.0,-17.0,-19.0,,,,,,,,,
2026-05-12,CT=F,Neutre,10.5,86.32,20,retro,36.6,1.6,-21.0,,,,,,,,,
2026-05-12,GC=F,Favorable,30.3,4677.6001,20,retro,19.6,75.6,54.8,-36.9,,,,,,,,
2026-05-12,HG=F,Favorable,32.8,6.485,20,retro,31.5,17.4,55.6,,,,,,,,,
2026-05-12,KC=F,Neutre,-6.9,294.8,20,retro,-50.5,9.0,44.8,,,,,,,,,
2026-05-12,NG=F,Neutre,-5.4,2.843,20,retro,-30.9,-11.8,45.6,,,,,,,,,
2026-05-12,SI=F,Neutre,22.1,85.13,20,retro,53.4,43.8,-0.1,-36.9,,,,,,,,
2026-05-12,ZW=F,Neutre,8.6,665.0,20,retro,55.6,-7.2,-48.8,,,,,,,,,
2026-05-13,BNBUSDT,Neutre,-2.0,671.68,20,retro,5.7,-9.4,-4.9,,,,,,,,,
2026-05-13,BTCUSDT,Neutre,5.3,79313.61,20,retro,-17.7,-14.6,70.0,,,,,,,,,
2026-05-13,ETHUSDT,Neutre,-2.4,2258.65,20,retro,-18.9,-31.0,63.4,,,,,,,,,
2026-05-15,USDCHF=X,Neutre,-19.3,0.7842,20,retro,-20.4,-30.0,-72.3,49.7,,,,,,,,
2026-05-15,USDJPY=X,Neutre,17.1,158.382,20,retro,0.9,4.0,40.8,38.1,,,,,,,,
2026-05-18,AAPL,Favorable,51.5,297.84,20,retro,44.1,43.2,74.8,,,,,,,,,
2026-05-18,AIR.PA,Neutre,17.0,170.38,20,retro,-20.4,1.4,100.0,,,,,,,,,
2026-05-18,AMZN,Favorable,43.2,264.86,20,retro,35.7,9.8,100.0,,,,,,,,,
2026-05-18,AUDUSD=X,Neutre,22.4,0.713,20,retro,31.6,25.2,-26.4,52.0,,,,,,,,
2026-05-18,BNBUSDT,Neutre,-5.4,643.53,20,retro,-30.4,-10.6,43.2,,,,,,,,,
2026-05-18,BTCUSDT,Neutre,-4.2,77001.87,20,retro,-19.7,-26.6,51.5,,,,,,,,,
2026-05-18,ETHUSDT,Neutre,-23.0,2130.08,20,retro,-43.9,-38.2,32.1,,,,,,,,,
2026-05-18,EURUSD=X,Neutre,-12.8,1.1614,20,retro,-40.9,23.6,-4.8,-22.6,,,,,,,,
2026-05-18,GBPUSD=X,Neutre,-0.6,1.3308,20,retro,-23.3,18.4,8.7,2.4,,,,,,,,
2026-05-18,GOOGL,Favorable,43.4,396.7031,20,retro,17.4,63.6,59.9,,,,,,,,,
2026-05-18,JPM,Neutre,16.6,299.3813,20,retro,-19.7,55.2,25.7,,,,,,,,,
2026-05-18,MC.PA,Neutre,-23.7,456.25,20,retro,-31.6,-47.8,21.5,,,,,,,,,
2026-05-18,META,Défavorable,-34.0,610.644,20,retro,-51.6,5.0,-56.8,,,,,,,,,
2026-05-18,MSFT,Neutre,-14.5,422.6247,20,retro,-16.6,-4.0,-25.0,,,,,,,,,
2026-05-18,NVDA,Favorable,50.5,222.0612,20,retro,54.5,23.4,80.0,,,,,,,,,
2026-05-18,NZDUSD=X,Neutre,-20.6,0.5833,20,retro,-39.7,-12.4,-44.2,24.0,,,,,,,,
2026-05-18,SAN.PA,Neutre,-14.1,74.34,20,retro,-50.4,-4.4,33.6,,,,,,,,,
2026-05-18,TSLA,Neutre,27.2,409.99,20,retro,30.8,9.8,44.2,,,,,,,,,
2026-05-18,TTE.PA,Favorable,51.1,79.2809,20,retro,62.3,44.0,41.8,,,,,,,,,
2026-05-18,USDCAD=X,Neutre,3.9,1.3761,20,retro,-9.7,2.4,14.8,17.6,,,,,,,,
2026-05-19,BZ=F,Favorable,31.4,111.28,20,retro,52.1,6.2,30.4,,,,,,,,,
2026-05-19,CC=F,Neutre,-27.6,3907.0,20,retro,-18.9,-44.2,-20.2,,,,,,,,,
2026-05-19,CL=F,Neutre,11.9,107.77,20,retro,52.5,1.4,-41.6,,,,,,,,,
2026-05-19,CT=F,Neutre,-5.7,82.33,20,retro,32.9,0.8,-78.6,,,,,,,,,
2026-05-19,GC=F,Neutre,23.5,4506.2998,20,retro,-2.8,82.0,81.7,-68.8,,,,,,,,
2026-05-19,HG=F,Neutre,15.1,6.165,20,retro,20.9,27.8,-11.3,,,,,,,,,
2026-05-19,KC=F,Neutre,-20.3,270.15,20,retro,-45.9,2.2,-7.6,,,,,,,,,
2026-05-19,NG=F,Neutre,-3.0,3.114,20,retro,-4.9,-14.2,15.2,,,,,,,,,
2026-05-19,SI=F,Neutre,5.3,74.828,20,retro,-11.7,49.4,48.7,-68.8,,,,,,,,
2026-05-19,ZW=F,Neutre,14.2,667.25,20,retro,54.1,2.4,-36.6,,,,,,,,,
2026-05-22,USDCHF=X,Neutre,-21.0,0.7865,20,retro,-30.0,-24.4,-72.0,49.3,,,,,,,,
2026-05-22,USDJPY=X,Favorable,42.5,159.018,20,retro,51.8,11.2,73.6,37.5,,,,,,,,
2026-05-23,BNBUSDT,Neutre,5.7,656.26,20,retro,-17.7,-9.8,65.4,,,,,,,,,
2026-05-23,BTCUSDT,Neutre,-5.5,76752.01,20,retro,-19.4,-23.4,41.5,,,,,,,,,
2026-05-23,ETHUSDT,Neutre,-18.5,2117.68,20,retro,-53.7,-35.8,63.4,,,,,,,,,
2026-05-25,AIR.PA,Neutre,-2.0,174.26,20,retro,-18.8,6.6,14.4,,,,,,,,,
2026-05-25,AUDUSD=X,Neutre,22.9,0.7157,20,retro,31.9,18.4,-15.8,52.6,,,,,,,,
2026-05-25,EURUSD=X,Neutre,-19.5,1.1642,20,retro,-50.3,19.6,-18.0,-22.0,,,,,,,,
2026-05-25,GBPUSD=X,Neutre,11.6,1.3482,20,retro,31.1,12.8,-13.8,3.1,,,,,,,,
2026-05-25,MC.PA,Neutre,3.1,477.9,20,retro,0.7,-40.2,64.9,,,,,,,,,
2026-05-25,NZDUSD=X,Neutre,2.7,0.5873,20,retro,30.7,-16.0,-40.9,24.6,,,,,,,,
2026-05-25,SAN.PA,Neutre,12.2,77.46,20,retro,2.1,8.4,34.0,,,,,,,,,
2026-05-25,TTE.PA,Neutre,11.2,76.7129,20,retro,20.8,46.8,-52.1,,,,,,,,,
2026-05-25,USDCAD=X,Neutre,5.4,1.3802,20,retro,3.3,3.6,-0.2,17.0,,,,,,,,
2026-05-26,AAPL,Neutre,27.0,308.33,20,retro,33.8,48.4,-13.1,,,,,,,,,
2026-05-26,AMZN,Favorable,44.5,265.29,20,retro,35.1,14.6,100.0,,,,,,,,,
2026-05-26,GOOGL,Favorable,58.7,388.6479,20,retro,36.4,55.6,100.0,,,,,,,,,
2026-05-26,JPM,Favorable,33.3,305.3643,20,retro,11.2,59.6,35.0,,,,,,,,,
2026-05-26,META,Défavorable,-32.7,611.773,20,retro,-51.7,9.0,-56.6,,,,,,,,,
2026-05-26,MSFT,Neutre,-8.2,416.03,20,retro,-18.5,-0.8,-1.0,,,,,,,,,
2026-05-26,NVDA,Neutre,17.4,214.6099,20,retro,31.9,25.0,-16.8,,,,,,,,,
2026-05-26,TSLA,Neutre,16.2,433.59,20,retro,14.2,12.2,25.1,,,,,,,,,
