date,symbole,interval,rv,bv,part_saut
2026-06-09,AUDUSD=X,5m,3.564885762e-05,3.243516723e-05,0.0901
2026-06-09,BNBUSDT,5m,0.0006717342118,0.0006500971682,0.0322
2026-06-09,BNP.PA,5m,0.0001827500136,0.0001901873967,0
2026-06-09,BTCUSDT,5m,0.0006992935202,0.0007285284243,0
2026-06-09,BZ=F,5m,0.001520485975,0.001182492727,0.2223
2026-06-09,CC=F,5m,0.0006255670642,0.0006049983488,0.0329
2026-06-09,CL=F,5m,0.001788284446,0.001425662325,0.2028
2026-06-09,COST,5m,0.0002051424903,0.0001667696325,0.1871
2026-06-09,ETHUSDT,5m,0.001253433632,0.001152560392,0.0805
2026-06-09,EURUSD=X,5m,9.534996822e-06,8.476166945e-06,0.111
2026-06-09,GBPUSD=X,5m,1.260653083e-05,1.230195534e-05,0.0242
2026-06-09,GC=F,5m,0.0003014767878,0.000274035087,0.091
2026-06-09,GOOGL,5m,0.0004548188503,0.0004308252242,0.0528
2026-06-09,HG=F,5m,0.0003092476111,0.0002956316228,0.044
2026-06-09,JPM,5m,0.0002361862248,0.0002557425296,0
2026-06-09,KC=F,5m,0.0005466781578,0.0003802616177,0.3044
2026-06-09,KO,5m,0.0001920442162,0.0001894520791,0.0135
2026-06-09,MC.PA,5m,0.0002774649002,0.0002958438699,0
2026-06-09,META,5m,0.0004221051164,0.0004021414867,0.0473
2026-06-09,MSFT,5m,0.0002616866362,0.0002391746135,0.086
2026-06-09,NG=F,5m,0.000682795382,0.0005875198148,0.1395
2026-06-09,NVDA,5m,0.0008873374877,0.0009816096924,0
2026-06-09,NZDUSD=X,5m,4.520841755e-05,4.954742332e-05,0
2026-06-09,PG,5m,0.0001354784709,0.0001343449162,0.0084
2026-06-09,SAN.PA,5m,0.0001086815355,9.747344645e-05,0.1031
2026-06-09,SAP.DE,5m,0.0004393216778,0.0005016239184,0
2026-06-09,SI=F,5m,0.001340735475,0.001275259969,0.0488
2026-06-09,SIE.DE,5m,0.0002237798849,0.000203462532,0.0908
2026-06-09,SOLUSDT,5m,0.001704912783,0.001537593262,0.0981
2026-06-09,TSLA,5m,0.00102594975,0.0009982143891,0.027
2026-06-09,TTE.PA,5m,0.0001165200865,0.0001162291278,0.0025
2026-06-09,UNH,5m,0.0002306034907,0.0002075216577,0.1001
2026-06-09,USDCAD=X,5m,8.298816103e-06,8.121816842e-06,0.0213
2026-06-09,USDCHF=X,5m,1.781886121e-05,1.718784489e-05,0.0354
2026-06-09,USDJPY=X,5m,3.238656897e-06,3.187617969e-06,0.0158
2026-06-09,V,5m,9.688421473e-05,8.11336737e-05,0.1626
2026-06-09,XOM,5m,0.0002149605195,0.0001657846827,0.2288
2026-06-09,XRPUSDT,5m,0.001272420838,0.001131351268,0.1109
2026-06-09,ZW=F,5m,0.0003388189461,0.0002685693347,0.2073
2026-06-09,^FCHI,5m,7.236863172e-05,6.873175605e-05,0.0503
2026-06-09,^GDAXI,5m,8.657622807e-05,9.484470752e-05,0
2026-06-09,^GSPC,5m,0.0002583304844,0.0002498488792,0.0328
2026-06-09,^HSI,5m,9.308944051e-05,9.197099616e-05,0.012
2026-06-09,^KS11,5m,0.0007855896735,0.0006697676872,0.1474
2026-06-09,^N225,5m,0.0002168850508,0.0002109907765,0.0272
2026-06-09,^NDX,5m,0.0006338135889,0.0006496267477,0
2026-06-09,^STOXX50E,5m,9.880102746e-05,0.0001099537384,0
2026-06-10,005930.KS,5m,0.001187998848,0.001220172465,0
2026-06-10,0700.HK,5m,0.00056097726,0.0006077079906,0
2026-06-10,2330.TW,5m,0.000164321451,9.885726675e-05,0.3984
2026-06-10,6758.T,5m,0.0001643748937,0.0001725919183,0
2026-06-10,7203.T,5m,8.92497774e-05,7.766238947e-05,0.1298
2026-06-10,9984.T,5m,0.00116448203,0.001046463376,0.1013
2026-06-10,9988.HK,5m,0.0005735875519,0.0006043530642,0
2026-06-10,AAPL,5m,0.0001634185277,0.0001680349487,0
2026-06-10,AIR.PA,5m,0.0003488495746,0.0002713206817,0.2222
2026-06-10,AMZN,5m,0.0001964882664,0.0001812654504,0.0775
2026-06-10,ASML.AS,5m,0.001341362922,0.001234119586,0.08
2026-06-10,AUDUSD=X,5m,3.277108153e-05,3.241186039e-05,0.011
2026-06-10,BNBUSDT,5m,0.0007131279114,0.0006705053476,0.0598
2026-06-10,BNP.PA,5m,0.0002166094568,0.0001664244645,0.2317
2026-06-10,BTCUSDT,5m,0.0008898214181,0.0008279269463,0.0696
2026-06-10,BZ=F,5m,0.001216104055,0.001019918202,0.1613
2026-06-10,CC=F,5m,0.0005000854487,0.0004061341103,0.1879
2026-06-10,CL=F,5m,0.001329718207,0.001189301391,0.1056
2026-06-10,COST,5m,0.0001727953775,0.0002027015331,0
2026-06-10,ETHUSDT,5m,0.001475825963,0.001400890272,0.0508
2026-06-10,EURUSD=X,5m,1.286619733e-05,1.161469436e-05,0.0973
2026-06-10,GBPUSD=X,5m,1.386073089e-05,1.276225954e-05,0.0793
2026-06-10,GC=F,5m,0.0005445951371,0.0004970364367,0.0873
2026-06-10,GOOGL,5m,0.0002842164069,0.0002267260053,0.2023
2026-06-10,HG=F,5m,0.0002994335898,0.0002939232216,0.0184
2026-06-10,JPM,5m,0.0001416065915,0.0001518941638,0
2026-06-10,KC=F,5m,0.0001934598775,0.0001914729964,0.0103
2026-06-10,KO,5m,0.0001430458903,0.0001630766669,0
2026-06-10,MC.PA,5m,0.0002835927514,0.0002466163925,0.1304
2026-06-10,META,5m,0.0002791715673,0.0002263292701,0.1893
2026-06-10,MSFT,5m,0.0002120074721,0.0001924672251,0.0922
2026-06-10,NG=F,5m,0.0007961014502,0.0007008908575,0.1196
2026-06-10,NVDA,5m,0.0005062536335,0.0004371835836,0.1364
2026-06-10,NZDUSD=X,5m,3.720088134e-05,3.250913665e-05,0.1261
2026-06-10,PG,5m,0.0001396898376,0.0001148543357,0.1778
2026-06-10,SAN.PA,5m,0.0004588784434,0.0004105278341,0.1054
2026-06-10,SAP.DE,5m,0.0005890598361,0.0004658485542,0.2092
2026-06-10,SI=F,5m,0.002227181356,0.001902283995,0.1459
2026-06-10,SIE.DE,5m,0.0002897165524,0.0002387797822,0.1758
2026-06-10,SOLUSDT,5m,0.001916514783,0.001821060615,0.0498
2026-06-10,TSLA,5m,0.0006173031332,0.0004438363562,0.281
2026-06-10,TTE.PA,5m,0.0001555369688,0.0001586446321,0
2026-06-10,UNH,5m,0.0004110840858,0.0002512330645,0.3889
2026-06-10,USDCAD=X,5m,1.05455156e-05,1.121322501e-05,0
2026-06-10,USDCHF=X,5m,2.572619719e-05,2.46804436e-05,0.0406
2026-06-10,USDJPY=X,5m,2.687564337e-06,2.532215232e-06,0.0578
2026-06-10,V,5m,0.0001474090454,0.0001501300111,0
2026-06-10,XOM,5m,0.0001625236593,0.0001524133504,0.0622
2026-06-10,XRPUSDT,5m,0.001325311628,0.001229220954,0.0725
2026-06-10,ZW=F,5m,0.0002762330121,0.0002367586031,0.1429
2026-06-10,^FCHI,5m,7.983041895e-05,5.388195626e-05,0.325
2026-06-10,^GDAXI,5m,0.0001004508661,7.826156814e-05,0.2209
2026-06-10,^GSPC,5m,0.0001142747122,0.0001071069841,0.0627
2026-06-10,^HSI,5m,0.0001273238814,0.0001414249397,0
2026-06-10,^KS11,5m,0.001012747526,0.0009432956819,0.0686
2026-06-10,^N225,5m,0.0002037474341,0.0002294154703,0
2026-06-10,^NDX,5m,0.000317332194,0.0003080986037,0.0291
2026-06-10,^STOXX50E,5m,0.0001024472895,7.70795268e-05,0.2476
2026-06-11,005930.KS,5m,0.001839659957,0.001913023047,0
2026-06-11,0700.HK,5m,0.0004194427693,0.0004418941524,0
2026-06-11,2330.TW,5m,0.0002643237373,0.0002038489292,0.2288
2026-06-11,6758.T,5m,0.0002769427829,0.0002019648399,0.2707
2026-06-11,7203.T,5m,0.000252480715,0.0002050176213,0.188
2026-06-11,9984.T,5m,0.002537496923,0.0023296405,0.0819
2026-06-11,9988.HK,5m,0.0006889682383,0.0006222544973,0.0968
2026-06-11,AAPL,5m,0.0003040228833,0.0002705110383,0.1102
2026-06-11,AIR.PA,5m,0.0003198556045,0.0003076785367,0.0381
2026-06-11,AMZN,5m,0.0003518968013,0.0003135690349,0.1089
2026-06-11,ASML.AS,5m,0.0008279702217,0.0007795392892,0.0585
2026-06-11,AUDUSD=X,5m,4.216755163e-05,4.120807472e-05,0.0228
2026-06-11,BNBUSDT,5m,0.0004376358684,0.0004076963522,0.0684
2026-06-11,BNP.PA,5m,0.0001707337361,0.0001433304286,0.1605
2026-06-11,BTCUSDT,5m,0.0005698885197,0.000466542272,0.1813
2026-06-11,BZ=F,5m,0.002130293939,0.001753872421,0.1767
2026-06-11,CC=F,5m,0.0004943383356,0.0003569528584,0.2779
2026-06-11,CL=F,5m,0.002219222891,0.001950924286,0.1209
2026-06-11,COST,5m,0.0001361709331,0.0001434856295,0
2026-06-11,ETHUSDT,5m,0.001070792074,0.0009442208286,0.1182
2026-06-11,EURUSD=X,5m,2.245002688e-05,2.061428717e-05,0.0818
2026-06-11,GBPUSD=X,5m,2.810782662e-05,2.479824475e-05,0.1177
2026-06-11,GC=F,5m,0.0005997149012,0.0004840775562,0.1928
2026-06-11,GOOGL,5m,0.0006075998334,0.0006104201387,0
2026-06-11,HG=F,5m,0.0003921171685,0.0003512948261,0.1041
2026-06-11,JPM,5m,0.0002075400192,0.000159187729,0.233
2026-06-11,KC=F,5m,0.0006062230943,0.000318870902,0.474
2026-06-11,KO,5m,0.0001017005721,0.0001001747928,0.015
2026-06-11,MC.PA,5m,0.00132446324,0.001433324438,0
2026-06-11,META,5m,0.000461003635,0.000456652848,0.0094
2026-06-11,MSFT,5m,0.0004115070903,0.0003594329035,0.1265
2026-06-11,NG=F,5m,0.000580034664,0.000529115664,0.0878
2026-06-11,NVDA,5m,0.0006288314992,0.0005313872552,0.155
2026-06-11,NZDUSD=X,5m,6.961230736e-05,6.450897156e-05,0.0733
2026-06-11,PG,5m,0.0001241058062,0.0001038765334,0.163
2026-06-11,SAN.PA,5m,0.000140278724,0.0001538285797,0
2026-06-11,SAP.DE,5m,0.0004777902012,0.0004296431112,0.1008
2026-06-11,SI=F,5m,0.00213521406,0.001841453109,0.1376
2026-06-11,SIE.DE,5m,0.0002487681653,0.000202050078,0.1878
2026-06-11,SOLUSDT,5m,0.001225921451,0.001075563594,0.1226
2026-06-11,TSLA,5m,0.000715677044,0.0006130240183,0.1434
2026-06-11,TTE.PA,5m,0.0001535320867,0.0001156130124,0.247
2026-06-11,UNH,5m,0.0001883474449,0.0001914053487,0
2026-06-11,USDCAD=X,5m,1.489625481e-05,1.288306419e-05,0.1351
2026-06-11,USDCHF=X,5m,3.299176084e-05,3.33254269e-05,0
2026-06-11,USDJPY=X,5m,9.57315107e-06,8.669165329e-06,0.0944
2026-06-11,V,5m,0.0001343630161,0.0001383208721,0
2026-06-11,XOM,5m,0.0003695390499,0.0002857189294,0.2268
2026-06-11,XRPUSDT,5m,0.0010133824,0.0009490756867,0.0635
2026-06-11,ZW=F,5m,0.000323580784,0.0003251845989,0
2026-06-11,^FCHI,5m,8.911178115e-05,8.602203359e-05,0.0347
2026-06-11,^GDAXI,5m,7.832586667e-05,6.854989667e-05,0.1248
2026-06-11,^GSPC,5m,0.0002090333996,0.0001702848124,0.1854
2026-06-11,^HSI,5m,8.804155192e-05,0.0001015805078,0
2026-06-11,^KS11,5m,0.001236330638,0.00135495606,0
2026-06-11,^N225,5m,0.0004423530387,0.0003222339332,0.2715
2026-06-11,^NDX,5m,0.0004681676848,0.0004586958133,0.0202
2026-06-11,^STOXX50E,5m,0.0001076743706,9.96946816e-05,0.0741
2026-06-12,005930.KS,5m,0.001585762674,0.001185005362,0.2527
2026-06-12,0700.HK,5m,0.0002524610172,0.0002520853354,0.0015
2026-06-12,2330.TW,5m,0.0001987989737,0.0002006935865,0
2026-06-12,6758.T,5m,0.0005052761053,0.0003860527523,0.236
2026-06-12,7203.T,5m,0.0001433180768,0.000132695962,0.0741
2026-06-12,9984.T,5m,0.001937943077,0.001543346972,0.2036
2026-06-12,9988.HK,5m,0.0003144192941,0.0002799651294,0.1096
2026-06-12,AAPL,5m,0.000178824178,0.0001904243383,0
2026-06-12,AIR.PA,5m,0.0003509419239,0.0003057165154,0.1289
2026-06-12,AMZN,5m,0.0003536651937,0.0002266856374,0.359
2026-06-12,ASML.AS,5m,0.0007202813606,0.0006362410941,0.1167
2026-06-12,AUDUSD=X,5m,3.002317518e-05,2.052042946e-05,0.3165
2026-06-12,BNBUSDT,5m,0.0003667686751,0.0003210208534,0.1247
2026-06-12,BNP.PA,5m,0.0002210748514,0.000201066807,0.0905
2026-06-12,BTCUSDT,5m,0.0004176020011,0.0003718783042,0.1095
2026-06-12,BZ=F,5m,0.0009760578407,0.0008258169231,0.1539
2026-06-12,CC=F,5m,0.00118484734,0.0005146082305,0.5657
2026-06-12,CL=F,5m,0.001075956846,0.0009300902275,0.1356
2026-06-12,COST,5m,0.000134510418,9.723221647e-05,0.2771
2026-06-12,ETHUSDT,5m,0.0006290981509,0.0005581019614,0.1129
2026-06-12,EURUSD=X,5m,1.031810215e-05,8.502824988e-06,0.1759
2026-06-12,GBPUSD=X,5m,1.277149764e-05,1.164021524e-05,0.0886
2026-06-12,GC=F,5m,0.0003079678392,0.0002424582729,0.2127
2026-06-12,GOOGL,5m,0.0004236561407,0.0003951544098,0.0673
2026-06-12,HG=F,5m,0.0002645727621,0.0002366575704,0.1055
2026-06-12,JPM,5m,0.0001207587277,0.0001087225879,0.0997
2026-06-12,KC=F,5m,0.0001444896307,0.0001390660675,0.0375
2026-06-12,KO,5m,8.653103453e-05,8.176055751e-05,0.0551
2026-06-12,MC.PA,5m,0.0004575509552,0.0004308568888,0.0583
2026-06-12,META,5m,0.0004060661114,0.000325907633,0.1974
2026-06-12,MSFT,5m,0.0002289887664,0.0002281234427,0.0038
2026-06-12,NG=F,5m,0.0005269787446,0.0005174993697,0.018
2026-06-12,NVDA,5m,0.0004689485951,0.0004560020163,0.0276
2026-06-12,NZDUSD=X,5m,3.124762901e-05,2.300126277e-05,0.2639
2026-06-12,PG,5m,6.530884561e-05,6.797908937e-05,0
2026-06-12,SAN.PA,5m,0.0001371254171,0.0001388081902,0
2026-06-12,SAP.DE,5m,0.0005680242095,0.0005391002091,0.0509
2026-06-12,SI=F,5m,0.0009972335236,0.0008640443981,0.1336
2026-06-12,SIE.DE,5m,0.0003108459821,0.0002656031517,0.1455
2026-06-12,SOLUSDT,5m,0.0009318712003,0.0008579208754,0.0794
2026-06-12,TSLA,5m,0.001427406926,0.001278528475,0.1043
2026-06-12,TTE.PA,5m,0.0003096367157,0.000283101754,0.0857
2026-06-12,UNH,5m,0.0001526262231,0.0001526869873,0
2026-06-12,USDCAD=X,5m,1.057915857e-05,9.227055137e-06,0.1278
2026-06-12,USDCHF=X,5m,1.655261951e-05,1.283903471e-05,0.2244
2026-06-12,USDJPY=X,5m,6.22883232e-06,5.485567088e-06,0.1193
2026-06-12,V,5m,0.0001465660272,5.812473448e-05,0.6034
2026-06-12,XOM,5m,0.0002035943795,0.0001711676798,0.1593
2026-06-12,XRPUSDT,5m,0.0007202970862,0.0006398140684,0.1117
2026-06-12,ZW=F,5m,0.0002869371175,0.0002668602488,0.07
2026-06-12,^FCHI,5m,7.982586621e-05,6.974777396e-05,0.1263
2026-06-12,^GDAXI,5m,9.042455397e-05,8.444826623e-05,0.0661
2026-06-12,^GSPC,5m,0.0001233459617,0.000100860956,0.1823
2026-06-12,^HSI,5m,5.408000181e-05,5.049259688e-05,0.0663
2026-06-12,^KS11,5m,0.0008211409234,0.0005930319606,0.2778
2026-06-12,^N225,5m,0.0002801167908,0.0002188973684,0.2185
2026-06-12,^NDX,5m,0.0002510558649,0.0002351881743,0.0632
2026-06-12,^STOXX50E,5m,0.0001041938085,9.830870395e-05,0.0565
2026-06-13,BNBUSDT,5m,0.0001514827932,0.0001400449646,0.0755
2026-06-13,BTCUSDT,5m,0.0001248948386,8.941573337e-05,0.2841
2026-06-13,ETHUSDT,5m,0.0001790320712,0.0001526191246,0.1475
2026-06-13,SOLUSDT,5m,0.000589568984,0.0004616180046,0.217
2026-06-13,XRPUSDT,5m,0.0003209813208,0.000286620127,0.1071
2026-06-14,BNBUSDT,5m,0.0002537597686,0.0002583497113,0
2026-06-14,BTCUSDT,5m,0.0002953239101,0.0001992277112,0.3254
2026-06-14,ETHUSDT,5m,0.0003989947723,0.0004143019262,0
2026-06-14,SOLUSDT,5m,0.0007706684742,0.0007074399052,0.082
2026-06-14,XRPUSDT,5m,0.0005827210057,0.0005148248037,0.1165
2026-06-15,005930.KS,5m,0.0003026174296,0.0003471633528,0
2026-06-15,0700.HK,5m,0.0002419565485,0.0001830430069,0.2435
2026-06-15,2330.TW,5m,0.0001833833877,0.0001755570087,0.0427
2026-06-15,6758.T,5m,0.0002003131631,0.0001680529858,0.161
2026-06-15,7203.T,5m,0.0001300888944,0.0001375688949,0
2026-06-15,9984.T,5m,0.001872962354,0.001311941673,0.2995
2026-06-15,9988.HK,5m,0.0003978985462,0.0003984547706,0
2026-06-15,AAPL,5m,8.03637899e-05,8.497302622e-05,0
2026-06-15,AIR.PA,5m,0.0002972316746,0.0002727117042,0.0825
2026-06-15,AMZN,5m,0.0001194550076,0.0001014240336,0.1509
2026-06-15,ASML.AS,5m,0.0006940894242,0.0005682367334,0.1813
2026-06-15,AUDUSD=X,5m,1.526307717e-05,1.336085412e-05,0.1246
2026-06-15,BNBUSDT,5m,0.0004566205697,0.0004410502674,0.0341
2026-06-15,BNP.PA,5m,0.0001205513197,0.0001076620189,0.1069
2026-06-15,BTCUSDT,5m,0.0003882039972,0.0003029869673,0.2195
2026-06-15,BZ=F,5m,0.0004858969012,0.0004722791707,0.028
2026-06-15,CC=F,5m,0.00117959345,0.0007101168669,0.398
2026-06-15,CL=F,5m,0.0005617868067,0.0005252989692,0.0649
2026-06-15,COST,5m,0.0001080062962,7.336132161e-05,0.3208
2026-06-15,ETHUSDT,5m,0.000995931836,0.0008702038344,0.1262
2026-06-15,EURUSD=X,5m,1.052019144e-05,9.437289845e-06,0.1029
2026-06-15,GBPUSD=X,5m,1.008241545e-05,8.85551092e-06,0.1217
2026-06-15,GC=F,5m,0.0001404283309,0.0001272175145,0.0941
2026-06-15,GOOGL,5m,0.000155552167,0.0001426104185,0.0832
2026-06-15,HG=F,5m,0.000159995131,0.0001454075371,0.0912
2026-06-15,JPM,5m,0.0001244087097,5.654361311e-05,0.5455
2026-06-15,KC=F,5m,0.0002715489235,0.0002709683858,0.0021
2026-06-15,KO,5m,6.953938829e-05,6.919420535e-05,0.005
2026-06-15,MC.PA,5m,0.0003506471103,0.0004090956111,0
2026-06-15,META,5m,0.0001641720977,0.0001377585805,0.1609
2026-06-15,MSFT,5m,0.0001318411009,0.0001438791097,0
2026-06-15,NG=F,5m,0.0003988607891,0.0003268595957,0.1805
2026-06-15,NVDA,5m,0.0001490042675,0.0001354610206,0.0909
2026-06-15,NZDUSD=X,5m,1.833492516e-05,1.585075478e-05,0.1355
2026-06-15,PG,5m,0.0001661371323,0.0001576565925,0.051
2026-06-15,SAN.PA,5m,0.0001310009477,0.0001417581991,0
2026-06-15,SAP.DE,5m,0.000309201345,0.0002854986566,0.0767
2026-06-15,SI=F,5m,0.0004447553048,0.0004114636848,0.0749
2026-06-15,SIE.DE,5m,0.0001408270617,0.0001013161389,0.2806
2026-06-15,SOLUSDT,5m,0.001438808864,0.001316604112,0.0849
2026-06-15,TSLA,5m,0.0005415935252,0.0004207690157,0.2231
2026-06-15,TTE.PA,5m,0.0002922289716,0.0003030752739,0
2026-06-15,UNH,5m,0.0001784548082,0.000175687895,0.0155
2026-06-15,USDCAD=X,5m,9.979837722e-06,1.005311747e-05,0
2026-06-15,USDCHF=X,5m,1.683813754e-05,1.58649335e-05,0.0578
2026-06-15,USDJPY=X,5m,4.040552852e-06,3.664789624e-06,0.093
2026-06-15,V,5m,9.322053832e-05,8.213202578e-05,0.1189
2026-06-15,XOM,5m,0.0001860724052,0.0001780780274,0.043
2026-06-15,XRPUSDT,5m,0.002145727453,0.001899189594,0.1149
2026-06-15,ZW=F,5m,0.0002621213102,0.000251502901,0.0405
2026-06-15,^FCHI,5m,3.585773628e-05,3.433893163e-05,0.0424
2026-06-15,^GDAXI,5m,2.739988962e-05,2.66061539e-05,0.029
2026-06-15,^GSPC,5m,1.282251994e-05,1.300572994e-05,0
2026-06-15,^HSI,5m,3.155867712e-05,2.741575882e-05,0.1313
2026-06-15,^KS11,5m,0.000260261846,0.0002816981572,0
2026-06-15,^N225,5m,0.0002891889515,0.0002150468343,0.2564
2026-06-15,^NDX,5m,3.890208633e-05,3.798343432e-05,0.0236
2026-06-15,^STOXX50E,5m,3.363831191e-05,2.422608687e-05,0.2798
2026-06-16,005930.KS,5m,0.0006576019695,0.0006427416509,0.0226
2026-06-16,0700.HK,5m,0.0002343173063,0.0002220708625,0.0523
2026-06-16,2330.TW,5m,0.0001787752012,0.0001125029736,0.3707
2026-06-16,6758.T,5m,0.000133468993,0.0001289766892,0.0337
2026-06-16,7203.T,5m,9.606631341e-05,9.347421804e-05,0.027
2026-06-16,9984.T,5m,0.001172753282,0.001047516989,0.1068
2026-06-16,9988.HK,5m,0.0003496895328,0.0002693867578,0.2296
2026-06-16,AAPL,5m,0.0001338400688,0.0001073817385,0.1977
2026-06-16,AIR.PA,5m,0.0001507098486,0.0001462188947,0.0298
2026-06-16,AMZN,5m,0.0001353254266,0.0001144448522,0.1543
2026-06-16,ASML.AS,5m,0.0003967126065,0.0004373771596,0
2026-06-16,AUDUSD=X,5m,1.604367363e-05,1.635658284e-05,0
2026-06-16,BNBUSDT,5m,0.0004920370821,0.000309746883,0.3705
2026-06-16,BNP.PA,5m,0.0001233578504,0.0001265643079,0
2026-06-16,BTCUSDT,5m,0.0003640493629,0.0003011167634,0.1729
2026-06-16,BZ=F,5m,0.0005896792307,0.0005928483231,0
2026-06-16,CC=F,5m,0.002070595504,0.0008651655819,0.5822
2026-06-16,CL=F,5m,0.0008621064665,0.0006623810983,0.2317
2026-06-16,COST,5m,0.0001902579068,0.0001676123967,0.119
2026-06-16,ETHUSDT,5m,0.001034635246,0.0007954522108,0.2312
2026-06-16,EURUSD=X,5m,6.931821918e-06,5.982161194e-06,0.137
2026-06-16,GBPUSD=X,5m,9.05781859e-06,9.116394738e-06,0
2026-06-16,GC=F,5m,9.646926832e-05,9.43022583e-05,0.0225
2026-06-16,GOOGL,5m,0.0002020927042,0.0001732014329,0.143
2026-06-16,HG=F,5m,0.0001415510735,0.0001408346699,0.0051
2026-06-16,JPM,5m,0.0001132092603,0.0001092541436,0.0349
2026-06-16,KC=F,5m,0.001174177676,0.0003844928684,0.6725
2026-06-16,KO,5m,0.0001688819861,0.0001649422512,0.0233
2026-06-16,MC.PA,5m,0.0001725373875,0.0001639806589,0.0496
2026-06-16,META,5m,0.0002937288873,0.0003166843316,0
2026-06-16,MSFT,5m,7.990089604e-05,8.497250125e-05,0
2026-06-16,NG=F,5m,0.0008623629003,0.0007189545168,0.1663
2026-06-16,NVDA,5m,0.0002224690934,0.0002087746485,0.0616
2026-06-16,NZDUSD=X,5m,1.940200106e-05,1.739604405e-05,0.1034
2026-06-16,PG,5m,0.0001524661193,0.0001369656947,0.1017
2026-06-16,SAN.PA,5m,0.0001186687397,0.0001212586993,0
2026-06-16,SAP.DE,5m,0.0004879250989,0.0004354114299,0.1076
2026-06-16,SI=F,5m,0.0004859438479,0.0004301004693,0.1149
2026-06-16,SIE.DE,5m,0.0001508777648,0.0001214208015,0.1952
2026-06-16,SOLUSDT,5m,0.001071481531,0.0009568596216,0.107
2026-06-16,TSLA,5m,0.0005193479584,0.0005193826778,0
2026-06-16,TTE.PA,5m,0.0001015035748,9.532957033e-05,0.0608
2026-06-16,UNH,5m,0.0001117607557,9.685050227e-05,0.1334
2026-06-16,USDCAD=X,5m,1.034215692e-05,1.0260401e-05,0.0079
2026-06-16,USDCHF=X,5m,1.466842623e-05,1.465207708e-05,0.0011
2026-06-16,USDJPY=X,5m,4.67226494e-06,4.187368476e-06,0.1038
2026-06-16,V,5m,0.0001213200497,0.0001072881618,0.1157
2026-06-16,XOM,5m,0.0002063548988,0.0002092028681,0
2026-06-16,XRPUSDT,5m,0.0008741179118,0.0006783628271,0.2239
2026-06-16,ZW=F,5m,0.0005184892407,0.0003345479494,0.3548
2026-06-16,^FCHI,5m,2.379208046e-05,2.358678656e-05,0.0086
2026-06-16,^GDAXI,5m,3.826548623e-05,3.624678469e-05,0.0528
2026-06-16,^GSPC,5m,1.973860842e-05,2.097257597e-05,0
2026-06-16,^HSI,5m,5.577985062e-05,6.324970048e-05,0
2026-06-16,^KS11,5m,0.0003037560845,0.0002948790456,0.0292
2026-06-16,^N225,5m,0.00012193325,0.0001107683365,0.0916
2026-06-16,^NDX,5m,8.744058064e-05,8.465822127e-05,0.0318
2026-06-16,^STOXX50E,5m,2.645183401e-05,2.36522345e-05,0.1058
2026-06-17,005930.KS,5m,0.0004905228005,0.0004831955877,0.0149
2026-06-17,0700.HK,5m,0.0001796204794,0.000159890027,0.1098
2026-06-17,2330.TW,5m,0.0001477000672,8.444594183e-05,0.4283
2026-06-17,6758.T,5m,0.000171603262,0.0001858317914,0
2026-06-17,7203.T,5m,0.000113385826,0.0001101716381,0.0283
2026-06-17,9984.T,5m,0.0005489310811,0.0005209779184,0.0509
2026-06-17,9988.HK,5m,0.0003026436381,0.0002970503353,0.0185
2026-06-17,AAPL,5m,0.000194656505,0.000195241893,0
2026-06-17,AIR.PA,5m,0.0002158065709,0.0001846925453,0.1442
2026-06-17,AMZN,5m,0.000213279728,0.0001904754414,0.1069
2026-06-17,ASML.AS,5m,0.0006392219033,0.0006728627041,0
2026-06-17,AUDUSD=X,5m,4.466835263e-05,3.24542088e-05,0.2734
2026-06-17,BNBUSDT,5m,0.0006620720963,0.0005633849047,0.1491
2026-06-17,BNP.PA,5m,0.0001288056623,0.0001222897109,0.0506
2026-06-17,BTCUSDT,5m,0.0008411045951,0.0006798018265,0.1918
2026-06-17,BZ=F,5m,0.000980184816,0.0008772512938,0.105
2026-06-17,CC=F,5m,0.001905827346,0.001213132875,0.3635
2026-06-17,CL=F,5m,0.0009837391712,0.0008920153065,0.0932
2026-06-17,COST,5m,8.563253537e-05,8.438833708e-05,0.0145
2026-06-17,ETHUSDT,5m,0.001479192379,0.00110479569,0.2531
2026-06-17,EURUSD=X,5m,3.004417212e-05,2.30830686e-05,0.2317
2026-06-17,GBPUSD=X,5m,3.16450971e-05,2.231816599e-05,0.2947
2026-06-17,GC=F,5m,0.000622054093,0.0005367989809,0.1371
2026-06-17,GOOGL,5m,0.0002489996307,0.0002547502714,0
2026-06-17,HG=F,5m,0.0004558519613,0.0003242022145,0.2888
2026-06-17,JPM,5m,0.0001513160205,0.0001557152145,0
2026-06-17,KC=F,5m,0.00312276246,0.0005677455526,0.8182
2026-06-17,KO,5m,0.0001598183151,0.0001379749515,0.1367
2026-06-17,MC.PA,5m,0.0002892105314,0.0002437789812,0.1571
2026-06-17,META,5m,0.0002217512558,0.0001625490387,0.267
2026-06-17,MSFT,5m,0.0001475871903,0.0001130451399,0.234
2026-06-17,NG=F,5m,0.0009082252873,0.0009165364457,0
2026-06-17,NVDA,5m,0.0003922612508,0.0003222895338,0.1784
2026-06-17,NZDUSD=X,5m,5.606111363e-05,4.17744793e-05,0.2548
2026-06-17,PG,5m,0.0001510998609,0.0001590467189,0
2026-06-17,SAN.PA,5m,0.0001558387272,0.0001629907863,0
